type,class,order,family,genus,sci_name_orig,sci_name_fb,comm_name,habitat,lh_catg
finfish,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus leucas,Carcharhinus leucas,Bull shark,reef-associated,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus analis,Lutjanus analis,Mutton snapper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus vivanus,Lutjanus vivanus,Silk snapper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Caranx,Caranx ruber,Caranx ruber,Bar jack,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lutjanidae,Apsilus,Apsilus dentatus,Apsilus dentatus,Black snapper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Carangoides,Carangoides malabaricus,Carangoides malabaricus,Malabar trevally,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Labridae,Clepticus,Clepticus parrae,Clepticus parrae,Creole wrasse,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus goreensis,Lutjanus goreensis,Gorean snapper,reef-associated,Miscellaneous coastal fishes
invertebrate,Malacostraca,Decapoda,Palaemonidae,Palaemon,Palaemon adspersus,Palaemon adspersus,Baltic prawn,demersal,"Shrimps, prawns"
finfish,Actinopterygii,Perciformes,Mullidae,Mulloidichthys,Mulloidichthys flavolineatus,Mulloidichthys flavolineatus,Yellowstripe goatfish,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus bohar,Lutjanus bohar,Two-spot red snapper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Cephalopholis,Cephalopholis argus,Cephalopholis argus,Peacock hind,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Gadiformes,Moridae,Laemonema,Laemonema longipes,Laemonema longipes,Longfin codling,bathydemersal,"Cods, hakes, haddocks"
finfish,Actinopterygii,Perciformes,Carangidae,Scomberoides,Scomberoides tol,Scomberoides tol,Needlescaled queenfish,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus gibbus,Lutjanus gibbus,Humpback red snapper,reef-associated,Miscellaneous coastal fishes
finfish,Elasmobranchii,Squaliformes,Etmopteridae,Etmopterus,Etmopterus princeps,Etmopterus princeps,Great lanternshark,bathydemersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus kasmira,Lutjanus kasmira,Common bluestripe snapper,reef-associated,Miscellaneous coastal fishes
finfish,Elasmobranchii,Carcharhiniformes,Scyliorhinidae,Bythaelurus,Halaelurus canescens,Bythaelurus canescens,Dusky catshark,bathydemersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Rajiformes,Arhynchobatidae,Bathyraja,Bathyraja meridionalis,Bathyraja meridionalis,Dark-belly skate,demersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus quinquelineatus,Lutjanus quinquelineatus,Five-lined snapper,reef-associated,Miscellaneous coastal fishes
finfish,Holocephali,Chimaeriformes,Rhinochimaeridae,Rhinochimaera,Rhinochimaera atlantica,Rhinochimaera atlantica,Straightnose rabbitfish,bathydemersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Rajiformes,Rajidae,Dipturus,Raja nidarosiensis,Dipturus nidarosiensis,Norwegian skate,bathydemersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Pleuronectiformes,Pleuronectidae,Platichthys,Platichthys stellatus,Platichthys stellatus,Starry flounder,demersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Pleuronectiformes,Paralichthyidae,Citharichthys,Citharichthys sordidus,Citharichthys sordidus,Pacific sanddab,demersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Perciformes,Lutjanidae,Aphareus,Aphareus rutilans,Aphareus rutilans,Rusty jobfish,reef-associated,Miscellaneous coastal fishes
finfish,Elasmobranchii,Carcharhiniformes,Triakidae,Triakis,Triakis semifasciata,Triakis semifasciata,Leopard shark,demersal,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Rajiformes,Rajidae,Raja,Raja binoculata,Raja binoculata,Big skate,demersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Clupeiformes,Clupeidae,Dorosoma,Dorosoma petenense,Dorosoma petenense,Threadfin shad,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus acronotus,Carcharhinus acronotus,Blacknose shark,reef-associated,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus brevipinna,Carcharhinus brevipinna,Spinner shark,reef-associated,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna tiburo,Sphyrna tiburo,Bonnethead,reef-associated,"Sharks, rays, chimaeras"
finfish,Elasmobranchii,Carcharhiniformes,Triakidae,Mustelus,Mustelus canis,Mustelus canis,Dusky smooth-hound,demersal,"Sharks, rays, chimaeras"
invertebrate,Bivalvia,Arcoida,Arcidae,Anadara,Anadara ovalis,Anadara ovalis,Blood ark,benthic,"Clams, cockles, arkshells"
finfish,Elasmobranchii,Carcharhiniformes,Sphyrnidae,Sphyrna,Sphyrna mokarran,Sphyrna mokarran,Great hammerhead,pelagic-oceanic,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Nemipteridae,Scolopsis,Scolopsis taeniata,Scolopsis taeniata,Black-streaked monocle bream,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Atule,Atule mate,Atule mate,Yellowtail scad,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Caranx,Caranx melampygus,Caranx melampygus,Bluefin trevally,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Caranx,Caranx sexfasciatus,Caranx sexfasciatus,Bigeye trevally,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Aethaloperca,Aethaloperca rogaa,Aethaloperca rogaa,Redmouth grouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Scaridae,Scarus,Scarus ghobban,Scarus ghobban,Blue-barred parrotfish,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Scaridae,Bolbometopon,Bolbometopon muricatum,Bolbometopon muricatum,Green humphead parrotfish,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Carangoides,Carangoides bajad,Carangoides bajad,Orangespotted trevally,reef-associated,Miscellaneous coastal fishes
invertebrate,Bivalvia,Veneroida,Pharidae,Siliqua,Siliqua patula,Siliqua patula,Pacific razor clam,benthic,"Clams, cockles, arkshells"
finfish,Actinopterygii,Perciformes,Acanthuridae,Acanthurus,Acanthurus sohal,Acanthurus sohal,Sohal surgeonfish,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Cephalopholis,Cephalopholis hemistiktos,Cephalopholis hemistiktos,Yellowfin hind,reef-associated,Miscellaneous coastal fishes
invertebrate,Bivalvia,Veneroida,Pharidae,Ensis,Ensis directus,Ensis directus,Atl.jackknife(=Atl.razor clam),benthic,"Clams, cockles, arkshells"
finfish,Actinopterygii,Perciformes,Serranidae,Cephalopholis,Cephalopholis miniata,Cephalopholis miniata,Coral hind,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Plectropomus,Plectropomus areolatus,Plectropomus areolatus,Squaretail coralgrouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Plectropomus,Plectropomus pessuliferus,Plectropomus pessuliferus,Roving coralgrouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Lethrinus harak,Lethrinus harak,Thumbprint emperor,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus morrhua,Epinephelus morrhua,Comet grouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Clupeiformes,Clupeidae,Brevoortia,Brevoortia patronus,Brevoortia patronus,Gulf menhaden,pelagic-neritic,Shads
invertebrate,Bivalvia,Ostreoida,Pectinidae,Argopecten,Argopecten irradians,Argopecten irradians,Atlantic bay scallop,benthic,"Scallops, pectens"
invertebrate,Demospongiae,Dictyoceratida,Spongiidae,Spongia,Spongia barbara,Spongia barbara,Yellow sponge,sessile,Sponges
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus chlorostigma,Epinephelus chlorostigma,Brownspotted grouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus polyphekadion,Epinephelus polyphekadion,Camouflage grouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus fuscoguttatus,Epinephelus fuscoguttatus,Brown-marbled grouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus multinotatus,Epinephelus multinotatus,White-blotched grouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus summana,Epinephelus summana,Summan grouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Gerreidae,Gerres,Gerres oblongus,Gerres oblongus,Slender silver-biddy,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Lethrinus obsoletus,Lethrinus obsoletus,Orange-striped emperor,reef-associated,Miscellaneous coastal fishes
invertebrate,Cephalopoda,Teuthida,Loliginidae,Sepioteuthis,Sepioteuthis lessoniana,Sepioteuthis lessoniana,Bigfin reef squid,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Lethrinus xanthochilus,Lethrinus xanthochilus,Yellowlip emperor,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lethrinidae,Monotaxis,Monotaxis grandoculis,Monotaxis grandoculis,Humpnose big-eye bream,reef-associated,Miscellaneous coastal fishes
finfish,Elasmobranchii,Myliobatiformes,Myliobatidae,Rhinoptera,Rhinoptera bonasus,Rhinoptera bonasus,Cownose ray,benthopelagic,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Haemulidae,Plectorhinchus,Plectorhinchus gaterinus,Plectorhinchus gaterinus,Blackspotted rubberlip,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Carangoides,Carangoides fulvoguttatus,Carangoides fulvoguttatus,Yellowspotted trevally,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Epinephelus,Epinephelus caeruleopunctatus,Epinephelus coeruleopunctatus,Whitespotted grouper,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Lethrinidae,Lethrinus,Lethrinus miniatus,Lethrinus miniatus,Trumpet emperor,reef-associated,Miscellaneous coastal fishes
finfish,Elasmobranchii,Carcharhiniformes,Carcharhinidae,Carcharhinus,Carcharhinus isodon,Carcharhinus isodon,Finetooth shark,demersal,"Sharks, rays, chimaeras"
finfish,Actinopterygii,Perciformes,Lutjanidae,Lutjanus,Lutjanus vitta,Lutjanus vitta,Brownstripe red snapper,reef-associated,Miscellaneous coastal fishes
finfish,Holocephali,Chimaeriformes,Chimaeridae,Hydrolagus,Hydrolagus colliei,Hydrolagus colliei,Spotted ratfish,demersal,"Sharks, rays, chimaeras"
invertebrate,Malacostraca,Decapoda,Cancridae,Cancer,Cancer productus,Cancer productus,Pacific rock crab,benthic,"Crabs, sea-spiders"
invertebrate,Bivalvia,Ostreoida,Pectinidae,Argopecten,Argopecten gibbus,Argopecten gibbus,Calico scallop,benthic,"Scallops, pectens"
invertebrate,Bivalvia,Ostreoida,Pectinidae,Patinopecten,Patinopecten caurinus,Patinopecten caurinus,Weathervane scallop,benthic,"Scallops, pectens"
finfish,Actinopterygii,Perciformes,Terapontidae,Terapon,Terapon theraps,Terapon theraps,Largescaled terapon,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Alectis,Alectis ciliaris,Alectis ciliaris,African pompano,reef-associated,Miscellaneous coastal fishes
invertebrate,Malacostraca,Decapoda,Sicyoniidae,Sicyonia,Sicyonia brevirostris,Sicyonia brevirostris,Rock shrimp,benthic,"Shrimps, prawns"
invertebrate,Malacostraca,Decapoda,Solenoceridae,Pleoticus,Pleoticus robustus,Pleoticus robustus,Royal red shrimp,demersal,"Shrimps, prawns"
invertebrate,Malacostraca,Decapoda,Geryonidae,Chaceon,Chaceon quinquedens,Chaceon quinquedens,Red crab,demersal,"Crabs, sea-spiders"
invertebrate,Bivalvia,Veneroida,Cardiidae,Clinocardium,Clinocardium nuttallii,Clinocardium nuttallii,Basket cockle,benthic,"Clams, cockles, arkshells"
finfish,Actinopterygii,Pleuronectiformes,Pleuronectidae,Pleuronichthys,Pleuronichthys decurrens,Pleuronichthys decurrens,Curlfin sole,demersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Pleuronectiformes,Scophthalmidae,Scophthalmus,Scophthalmus aquosus,Scophthalmus aquosus,Windowpane flounder,demersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Perciformes,Serranidae,Centropristis,Centropristis striata,Centropristis striata,Black seabass,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Sparidae,Archosargus,Archosargus probatocephalus,Archosargus probatocephalus,Sheepshead,reef-associated,Miscellaneous coastal fishes
invertebrate,Bivalvia,Veneroida,Veneridae,Leukoma,Protothaca staminea,Leukoma staminea,Pacific littleneck clam,benthic,"Clams, cockles, arkshells"
invertebrate,Malacostraca,Decapoda,Cancridae,Cancer,Cancer borealis,Cancer borealis,Jonah crab,demersal,"Crabs, sea-spiders"
finfish,Actinopterygii,Perciformes,Labridae,Tautoga,Tautoga onitis,Tautoga onitis,Tautog,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Gadiformes,Merlucciidae,Merluccius,Merluccius albidus,Merluccius albidus,Offshore silver hake,bathydemersal,"Cods, hakes, haddocks"
invertebrate,Malacostraca,Decapoda,Oregoniidae,Chionoecetes,Chionoecetes bairdi,Chionoecetes bairdi,Tanner crab,benthic,"Crabs, sea-spiders"
invertebrate,Malacostraca,Decapoda,Pandalidae,Pandalus,Pandalus jordani,Pandalus jordani,Ocean shrimp,benthic,"Shrimps, prawns"
finfish,Actinopterygii,Perciformes,Labridae,Tautogolabrus,Tautogolabrus adspersus,Tautogolabrus adspersus,Cunner,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Pleuronectiformes,Pleuronectidae,Microstomus,Microstomus pacificus,Microstomus pacificus,Dover sole,demersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Perciformes,Lutjanidae,Aprion,Aprion virescens,Aprion virescens,Green jobfish,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Haemulidae,Haemulon,Haemulon album,Haemulon album,White margate,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Serranidae,Mycteroperca,Mycteroperca phenax,Mycteroperca phenax,Scamp,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Pleuronectiformes,Pleuronectidae,Eopsetta,Eopsetta jordani,Eopsetta jordani,Petrale sole,demersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Perciformes,Labridae,Semicossyphus,Semicossyphus pulcher,Semicossyphus pulcher,California sheephead,reef-associated,Miscellaneous coastal fishes
invertebrate,Malacostraca,Decapoda,Sicyoniidae,Sicyonia,Sicyonia ingentis,Sicyonia ingentis,Pacific rock shrimp,demersal,"Shrimps, prawns"
finfish,Actinopterygii,Perciformes,Serranidae,Mycteroperca,Mycteroperca microlepis,Mycteroperca microlepis,Gag,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Trachinotus,Trachinotus falcatus,Trachinotus falcatus,Permit,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Gadiformes,Gadidae,Microgadus,Microgadus proximus,Microgadus proximus,Pacific tomcod,demersal,"Cods, hakes, haddocks"
finfish,Actinopterygii,Pleuronectiformes,Paralichthyidae,Paralichthys,Paralichthys californicus,Paralichthys californicus,California flounder,demersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Pleuronectiformes,Pleuronectidae,Psettichthys,Psettichthys melanostictus,Psettichthys melanostictus,Pacific sand sole,demersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Pleuronectiformes,Pleuronectidae,Parophrys,Pleuronectes vetulus,Parophrys vetulus,English sole,demersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Pleuronectiformes,Pleuronectidae,Glyptocephalus,Glyptocephalus zachirus,Glyptocephalus zachirus,Rex sole,demersal,"Flounders, halibuts, soles"
invertebrate,Malacostraca,Decapoda,Geryonidae,Chaceon,Chaceon fenneri,Chaceon fenneri,Golden deepsea crab,benthic,"Crabs, sea-spiders"
finfish,Actinopterygii,Perciformes,Serranidae,Centropristis,Centropristis philadelphica,Centropristis philadelphica,Rock sea bass,reef-associated,Miscellaneous coastal fishes
invertebrate,Bivalvia,Ostreoida,Ostreidae,Ostreola,Ostreola conchaphila,Ostreola conchaphila,Olympia oyster,benthic,"Scallops, pectens"
finfish,Actinopterygii,Perciformes,Sparidae,Calamus,Calamus bajonado,Calamus bajonado,Jolthead porgy,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Perciformes,Carangidae,Carangoides,Caranx bartholomaei,Carangoides bartholomaei,Yellow jack,reef-associated,Miscellaneous coastal fishes
invertebrate,Malacostraca,Decapoda,Upogebiidae,Upogebia,Upogebia pugettensis,Upogebia pugettensis,Blue mud shrimp,demersal,"Shrimps, prawns"
finfish,Actinopterygii,Scorpaeniformes,Scorpaenidae,Pterois,Pterois volitans,Pterois volitans,Red lionfish,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Pleuronectiformes,Pleuronectidae,Isopsetta,Isopsetta isolepis,Isopsetta isolepis,Butter sole,demersal,"Flounders, halibuts, soles"
finfish,Actinopterygii,Clupeiformes,Clupeidae,Alosa,Alosa mediocris,Alosa mediocris,Hickory shad,pelagic-neritic,Shads
finfish,Actinopterygii,Clupeiformes,Clupeidae,Dorosoma,Dorosoma cepedianum,Dorosoma cepedianum,American gizzard shad,pelagic-neritic,"Herrings, sardines, anchovies"
finfish,Actinopterygii,Perciformes,Moronidae,Morone,Morone americana,Morone americana,White perch,demersal,Miscellaneous diadromous fishes
finfish,Actinopterygii,Scorpaeniformes,Platycephalidae,Platycephalus,Platycephalus indicus,Platycephalus indicus,Bartail flathead,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Scorpaeniformes,Dactylopteridae,Dactylopterus,Dactylopterus volitans,Dactylopterus volitans,Flying gurnard,reef-associated,Miscellaneous coastal fishes
finfish,Actinopterygii,Pleuronectiformes,Paralichthyidae,Hippoglossina,Paralichthys oblongus,Hippoglossina oblonga,Fourspot flounder,demersal,"Flounders, halibuts, soles"
