"stockid","fao_code","fao_area","iso3","country","spp_code","sci_name_orig","sci_name_fb","comm_name","year1","year2","nyr","tl_mt_median","lh_catg","resilience","m"
"27-GBR-SAL",27,"Atlantic, Northeast","GBR","United Kingdom","SAL","Salmo salar","Salmo salar","Atlantic salmon",1950,2015,66,782.5,"Miscellaneous diadromous fishes","Medium",0.578159608710751
"27-GBR-SCE",27,"Atlantic, Northeast","GBR","United Kingdom","SCE","Pecten maximus","Pecten maximus","Great Atlantic scallop",1950,2015,64,7244,"Scallops, pectens","High",1.15239165671636
"27-GBR-SCR",27,"Atlantic, Northeast","GBR","United Kingdom","SCR","Maja squinado","Maja squinado","Spinous spider crab",1983,2015,33,952,"Crabs, sea-spiders","High",NA
"27-GBR-SOL",27,"Atlantic, Northeast","GBR","United Kingdom","SOL","Solea solea","Solea solea","Common sole",1950,2015,66,2552.5,"Flounders, halibuts, soles","Medium",0.285008417984232
"27-GBR-SPR",27,"Atlantic, Northeast","GBR","United Kingdom","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1950,2015,66,7550.5,"Herrings, sardines, anchovies","Medium",0.650798133846872
"27-GBR-SYC",27,"Atlantic, Northeast","GBR","United Kingdom","SYC","Scyliorhinus canicula","Scyliorhinus canicula","Small-spotted catshark",1995,2015,21,260,"Sharks, rays, chimaeras","Low",0.320305921144662
"27-GBR-TUR",27,"Atlantic, Northeast","GBR","United Kingdom","TUR","Psetta maxima","Scophthalmus maximus","Turbot",1950,2015,66,1000,"Flounders, halibuts, soles","Medium",0.348541495037062
"27-GBR-USK",27,"Atlantic, Northeast","GBR","United Kingdom","USK","Brosme brosme","Brosme brosme","Tusk(=Cusk)",1950,2015,66,647.5,"Cods, hakes, haddocks","Low",0.224228574775959
"27-GBR-WHB",27,"Atlantic, Northeast","GBR","United Kingdom","WHB","Micromesistius poutassou","Micromesistius poutassou","Blue whiting(=Poutassou)",1974,2015,42,8111.5,"Cods, hakes, haddocks","Medium",0.41375542251684
"27-GBR-WHE",27,"Atlantic, Northeast","GBR","United Kingdom","WHE","Buccinum undatum","Buccinum undatum","Whelk",1950,2015,66,2576.5,"Abalones, winkles, conchs","Medium",0.554421963235263
"27-GBR-WHG",27,"Atlantic, Northeast","GBR","United Kingdom","WHG","Merlangius merlangus","Merlangius merlangus","Whiting",1950,2015,66,46030.5,"Cods, hakes, haddocks","Medium",0.471925193520377
"27-GBR-WIT",27,"Atlantic, Northeast","GBR","United Kingdom","WIT","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","Witch flounder",1950,2015,66,1700,"Flounders, halibuts, soles","Low",0.224851030266693
"27-GRL-CAP",27,"Atlantic, Northeast","GRL","Greenland","CAP","Mallotus villosus","Mallotus villosus","Capelin",1974,2015,42,1875,"Miscellaneous pelagic fishes","Medium",0.999801483974034
"27-GRL-COD",27,"Atlantic, Northeast","GRL","Greenland","COD","Gadus morhua","Gadus morhua","Atlantic cod",1964,2015,52,1411.5,"Cods, hakes, haddocks","Medium",0.270287991797001
"27-GRL-GHL",27,"Atlantic, Northeast","GRL","Greenland","GHL","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Greenland halibut",1974,2015,42,707.5,"Flounders, halibuts, soles","Low",0.0945648244981132
"27-GRL-HAD",27,"Atlantic, Northeast","GRL","Greenland","HAD","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",1992,2015,23,1064,"Cods, hakes, haddocks","Medium",0.354265019571743
"27-GRL-POK",27,"Atlantic, Northeast","GRL","Greenland","POK","Pollachius virens","Pollachius virens","Saithe(=Pollock)",1992,2015,23,734,"Cods, hakes, haddocks","Medium",0.213934974123137
"27-GRL-PRA",27,"Atlantic, Northeast","GRL","Greenland","PRA","Pandalus borealis","Pandalus borealis","Northern prawn",1980,2015,36,3163.5,"Shrimps, prawns","Medium",1.37600650623801
"27-IRL-COD",27,"Atlantic, Northeast","IRL","Ireland","COD","Gadus morhua","Gadus morhua","Atlantic cod",1950,2015,66,3064,"Cods, hakes, haddocks","Medium",0.270287991797001
"27-IRL-CRE",27,"Atlantic, Northeast","IRL","Ireland","CRE","Cancer pagurus","Cancer pagurus","Edible crab",1964,2015,52,4163,"Crabs, sea-spiders","High",NA
"27-IRL-DGS",27,"Atlantic, Northeast","IRL","Ireland","DGS","Squalus acanthias","Squalus acanthias","Picked dogfish",1950,2015,62,921,"Sharks, rays, chimaeras","Very low",0.14385276637056
"27-IRL-HAD",27,"Atlantic, Northeast","IRL","Ireland","HAD","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",1950,2015,66,2698.5,"Cods, hakes, haddocks","Medium",0.354265019571743
"27-IRL-HER",27,"Atlantic, Northeast","IRL","Ireland","HER","Clupea harengus","Clupea harengus","Atlantic herring",1950,2015,66,29090,"Herrings, sardines, anchovies","Medium",0.250360616655768
"27-IRL-HKE",27,"Atlantic, Northeast","IRL","Ireland","HKE","Merluccius merluccius","Merluccius merluccius","European hake",1950,2015,66,924.5,"Cods, hakes, haddocks","Medium",0.319423285742402
"27-IRL-HOM",27,"Atlantic, Northeast","IRL","Ireland","HOM","Trachurus trachurus","Trachurus trachurus","Atlantic horse mackerel",1977,2015,39,35294,"Miscellaneous coastal fishes","Medium",0.391212690446964
"27-IRL-LBE",27,"Atlantic, Northeast","IRL","Ireland","LBE","Homarus gammarus","Homarus gammarus","European lobster",1950,2015,66,331.5,"Lobsters, spiny-rock lobsters","Medium",0.45642562038886
"27-IRL-LEM",27,"Atlantic, Northeast","IRL","Ireland","LEM","Microstomus kitt","Microstomus kitt","Lemon sole",1976,2015,40,395.5,"Flounders, halibuts, soles","Medium",0.226175919675425
"27-IRL-LIN",27,"Atlantic, Northeast","IRL","Ireland","LIN","Molva molva","Molva molva","Ling",1976,2015,40,654.5,"Cods, hakes, haddocks","Low",0.23314283849204
"27-IRL-MAC",27,"Atlantic, Northeast","IRL","Ireland","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1950,2015,66,45337,"Tunas, bonitos, billfishes","Medium",0.287659477519624
"27-IRL-MEG",27,"Atlantic, Northeast","IRL","Ireland","MEG","Lepidorhombus whiffiagonis","Lepidorhombus whiffiagonis","Megrim",1961,2015,55,2161,"Flounders, halibuts, soles","Low",0.301679285534074
"27-IRL-MON",27,"Atlantic, Northeast","IRL","Ireland","MON","Lophius piscatorius","Lophius piscatorius","Angler(=Monk)",1976,2015,40,2925,"Miscellaneous demersal fishes","Medium",0.286677204281708
"27-IRL-MUS",27,"Atlantic, Northeast","IRL","Ireland","MUS","Mytilus edulis","Mytilus edulis","Blue mussel",1993,2015,20,789,"Clams, cockles, arkshells","Medium",0.266583915252952
"27-IRL-NEP",27,"Atlantic, Northeast","IRL","Ireland","NEP","Nephrops norvegicus","Nephrops norvegicus","Norway lobster",1954,2015,62,4518.5,"Lobsters, spiny-rock lobsters","Low",0.45642562038886
"27-IRL-OYF",27,"Atlantic, Northeast","IRL","Ireland","OYF","Ostrea edulis","Ostrea edulis","European flat oyster",1990,2015,22,342.5,"Scallops, pectens","High",2.59635434293164
"27-IRL-PEE",27,"Atlantic, Northeast","IRL","Ireland","PEE","Littorina littorea","Littorina littorea","Common periwinkle",1950,2015,66,1900,"Abalones, winkles, conchs","High",1.12163335415289
"27-IRL-PLE",27,"Atlantic, Northeast","IRL","Ireland","PLE","Pleuronectes platessa","Pleuronectes platessa","European plaice",1950,2015,66,1448.5,"Flounders, halibuts, soles","Medium",0.143922486594067
"27-IRL-POK",27,"Atlantic, Northeast","IRL","Ireland","POK","Pollachius virens","Pollachius virens","Saithe(=Pollock)",1961,2015,55,1357,"Cods, hakes, haddocks","Medium",0.213934974123137
"27-IRL-POL",27,"Atlantic, Northeast","IRL","Ireland","POL","Pollachius pollachius","Pollachius pollachius","Pollack",1986,2015,30,1108,"Cods, hakes, haddocks","Medium",0.403529881061754
"27-IRL-SAL",27,"Atlantic, Northeast","IRL","Ireland","SAL","Salmo salar","Salmo salar","Atlantic salmon",1950,2015,66,803.5,"Miscellaneous diadromous fishes","Medium",0.578159608710751
"27-IRL-SCE",27,"Atlantic, Northeast","IRL","Ireland","SCE","Pecten maximus","Pecten maximus","Great Atlantic scallop",1951,2015,65,418,"Scallops, pectens","High",1.15239165671636
"27-IRL-SPR",27,"Atlantic, Northeast","IRL","Ireland","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1950,2015,66,2291,"Herrings, sardines, anchovies","Medium",0.650798133846872
"27-IRL-WHB",27,"Atlantic, Northeast","IRL","Ireland","WHB","Micromesistius poutassou","Micromesistius poutassou","Blue whiting(=Poutassou)",1976,2015,40,4176,"Cods, hakes, haddocks","Medium",0.41375542251684
"27-IRL-WHE",27,"Atlantic, Northeast","IRL","Ireland","WHE","Buccinum undatum","Buccinum undatum","Whelk",1987,2015,29,3047,"Abalones, winkles, conchs","Medium",0.554421963235263
"27-IRL-WHG",27,"Atlantic, Northeast","IRL","Ireland","WHG","Merlangius merlangus","Merlangius merlangus","Whiting",1950,2015,66,6350,"Cods, hakes, haddocks","Medium",0.471925193520377
"27-IRL-WIT",27,"Atlantic, Northeast","IRL","Ireland","WIT","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","Witch flounder",1978,2015,31,543,"Flounders, halibuts, soles","Low",0.224851030266693
"27-ISL-BLI",27,"Atlantic, Northeast","ISL","Iceland","BLI","Molva dypterygia","Molva dypterygia","Blue ling",1965,2015,51,1585,"Cods, hakes, haddocks","Low",0.228538430351296
"27-ISL-CAA",27,"Atlantic, Northeast","ISL","Iceland","CAA","Anarhichas lupus","Anarhichas lupus","Atlantic wolffish",1950,2015,66,10796,"Miscellaneous demersal fishes","Low",0.134972577812955
"27-ISL-CAP",27,"Atlantic, Northeast","ISL","Iceland","CAP","Mallotus villosus","Mallotus villosus","Capelin",1963,2015,53,524516,"Miscellaneous pelagic fishes","Medium",0.999801483974034
"27-ISL-CAS",27,"Atlantic, Northeast","ISL","Iceland","CAS","Anarhichas minor","Anarhichas minor","Spotted wolffish",1974,2015,42,1193,"Miscellaneous demersal fishes","Low",0.150704444214369
"27-ISL-CLQ",27,"Atlantic, Northeast","ISL","Iceland","CLQ","Arctica islandica","Arctica islandica","Ocean quahog",1987,2015,29,1085,"Clams, cockles, arkshells","Very low",0.108294827471479
"27-ISL-COD",27,"Atlantic, Northeast","ISL","Iceland","COD","Gadus morhua","Gadus morhua","Atlantic cod",1950,2015,66,243777,"Cods, hakes, haddocks","Medium",0.270287991797001
"27-ISL-DAB",27,"Atlantic, Northeast","ISL","Iceland","DAB","Limanda limanda","Limanda limanda","Common dab",1961,2015,55,723,"Flounders, halibuts, soles","Medium",0.361263931139785
"27-ISL-GHL",27,"Atlantic, Northeast","ISL","Iceland","GHL","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Greenland halibut",1969,2015,47,15455,"Flounders, halibuts, soles","Low",0.0945648244981132
"27-ISL-HAD",27,"Atlantic, Northeast","ISL","Iceland","HAD","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",1950,2015,66,46249,"Cods, hakes, haddocks","Medium",0.354265019571743
"27-ISL-HAL",27,"Atlantic, Northeast","ISL","Iceland","HAL","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Atlantic halibut",1950,2015,66,1000,"Flounders, halibuts, soles","Very low",0.116466518502922
"27-ISL-HER",27,"Atlantic, Northeast","ISL","Iceland","HER","Clupea harengus","Clupea harengus","Atlantic herring",1950,2015,66,115290.5,"Herrings, sardines, anchovies","Medium",0.250360616655768
"27-ISL-ISC",27,"Atlantic, Northeast","ISL","Iceland","ISC","Chlamys islandica","Chlamys islandica","Iceland scallop",1969,2015,47,7400,"Scallops, pectens","Low",0.277181819749999
"27-ISL-LEM",27,"Atlantic, Northeast","ISL","Iceland","LEM","Microstomus kitt","Microstomus kitt","Lemon sole",1950,2015,66,694.5,"Flounders, halibuts, soles","Medium",0.226175919675425
"27-ISL-LIN",27,"Atlantic, Northeast","ISL","Iceland","LIN","Molva molva","Molva molva","Ling",1950,2015,65,4100,"Cods, hakes, haddocks","Low",0.23314283849204
"27-ISL-LUM",27,"Atlantic, Northeast","ISL","Iceland","LUM","Cyclopterus lumpus","Cyclopterus lumpus","Lumpfish(=Lumpsucker)",1968,2015,48,4486.5,"Miscellaneous coastal fishes","Low",0.264141148312727
"27-ISL-MON",27,"Atlantic, Northeast","ISL","Iceland","MON","Lophius piscatorius","Lophius piscatorius","Angler(=Monk)",1965,2015,51,685,"Miscellaneous demersal fishes","Medium",0.286677204281708
"27-ISL-NEP",27,"Atlantic, Northeast","ISL","Iceland","NEP","Nephrops norvegicus","Nephrops norvegicus","Norway lobster",1959,2015,57,2238,"Lobsters, spiny-rock lobsters","Low",0.45642562038886
"27-ISL-PLA",27,"Atlantic, Northeast","ISL","Iceland","PLA","Hippoglossoides platessoides","Hippoglossoides platessoides","Amer. plaice(=Long rough dab)",1985,2015,31,744,"Flounders, halibuts, soles","Low",0.210817512287924
"27-ISL-PLE",27,"Atlantic, Northeast","ISL","Iceland","PLE","Pleuronectes platessa","Pleuronectes platessa","European plaice",1950,2015,66,5811.5,"Flounders, halibuts, soles","Medium",0.143922486594067
"27-ISL-POK",27,"Atlantic, Northeast","ISL","Iceland","POK","Pollachius virens","Pollachius virens","Saithe(=Pollock)",1950,2015,66,51462,"Cods, hakes, haddocks","Medium",0.213934974123137
"27-ISL-PRA",27,"Atlantic, Northeast","ISL","Iceland","PRA","Pandalus borealis","Pandalus borealis","Northern prawn",1968,2015,48,10243.5,"Shrimps, prawns","Medium",1.37600650623801
"27-ISL-RJR",27,"Atlantic, Northeast","ISL","Iceland","RJR","Raja radiata","Amblyraja radiata","Starry ray",1992,2015,24,1208.5,"Sharks, rays, chimaeras","Low",0.230668334850586
"27-ISL-USK",27,"Atlantic, Northeast","ISL","Iceland","USK","Brosme brosme","Brosme brosme","Tusk(=Cusk)",1950,2015,66,3629,"Cods, hakes, haddocks","Low",0.224228574775959
"27-ISL-WHB",27,"Atlantic, Northeast","ISL","Iceland","WHB","Micromesistius poutassou","Micromesistius poutassou","Blue whiting(=Poutassou)",1972,2015,44,9951,"Cods, hakes, haddocks","Medium",0.41375542251684
"27-ISL-WHG",27,"Atlantic, Northeast","ISL","Iceland","WHG","Merlangius merlangus","Merlangius merlangus","Whiting",1965,2015,50,400,"Cods, hakes, haddocks","Medium",0.471925193520377
"27-ISL-WIT",27,"Atlantic, Northeast","ISL","Iceland","WIT","Glyptocephalus cynoglossus","Glyptocephalus cynoglossus","Witch flounder",1950,2015,66,550,"Flounders, halibuts, soles","Low",0.224851030266693
"27-LTU-COD",27,"Atlantic, Northeast","LTU","Lithuania","COD","Gadus morhua","Gadus morhua","Atlantic cod",1988,2015,28,2978.5,"Cods, hakes, haddocks","Medium",0.270287991797001
"27-LTU-FLE",27,"Atlantic, Northeast","LTU","Lithuania","FLE","Platichthys flesus","Platichthys flesus","European flounder",1988,2015,23,376,"Flounders, halibuts, soles","Medium",0.249598015844045
"27-LTU-HER",27,"Atlantic, Northeast","LTU","Lithuania","HER","Clupea harengus","Clupea harengus","Atlantic herring",1988,2015,28,3063,"Herrings, sardines, anchovies","Medium",0.250360616655768
"27-LTU-MAC",27,"Atlantic, Northeast","LTU","Lithuania","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1988,2015,27,589,"Tunas, bonitos, billfishes","Medium",0.287659477519624
"27-LTU-PRA",27,"Atlantic, Northeast","LTU","Lithuania","PRA","Pandalus borealis","Pandalus borealis","Northern prawn",1991,2015,25,689,"Shrimps, prawns","Medium",1.37600650623801
"27-LTU-SPR",27,"Atlantic, Northeast","LTU","Lithuania","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1988,2015,28,5731.5,"Herrings, sardines, anchovies","Medium",0.650798133846872
"27-LVA-COD",27,"Atlantic, Northeast","LVA","Latvia","COD","Gadus morhua","Gadus morhua","Atlantic cod",1988,2015,28,4750.5,"Cods, hakes, haddocks","Medium",0.270287991797001
"27-LVA-FLE",27,"Atlantic, Northeast","LVA","Latvia","FLE","Platichthys flesus","Platichthys flesus","European flounder",1988,2015,28,515.5,"Flounders, halibuts, soles","Medium",0.249598015844045
"27-LVA-HER",27,"Atlantic, Northeast","LVA","Latvia","HER","Clupea harengus","Clupea harengus","Atlantic herring",1988,2015,28,24302,"Herrings, sardines, anchovies","Medium",0.250360616655768
"27-LVA-SME",27,"Atlantic, Northeast","LVA","Latvia","SME","Osmerus eperlanus","Osmerus eperlanus","European smelt",1988,2015,28,331,"Miscellaneous coastal fishes","Medium",0.574454574775945
"27-LVA-SPR",27,"Atlantic, Northeast","LVA","Latvia","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1988,2015,28,37977,"Herrings, sardines, anchovies","Medium",0.650798133846872
"27-NLD-BIB",27,"Atlantic, Northeast","NLD","Netherlands","BIB","Trisopterus luscus","Trisopterus luscus","Pouting(=Bib)",1972,2015,44,403.5,"Cods, hakes, haddocks","Medium",0.800125710445419
"27-NLD-BLL",27,"Atlantic, Northeast","NLD","Netherlands","BLL","Scophthalmus rhombus","Scophthalmus rhombus","Brill",1951,2015,61,757,"Flounders, halibuts, soles","Medium",0.676095997808932
"27-NLD-COD",27,"Atlantic, Northeast","NLD","Netherlands","COD","Gadus morhua","Gadus morhua","Atlantic cod",1950,2015,66,8758,"Cods, hakes, haddocks","Medium",0.270287991797001
"27-NLD-CSH",27,"Atlantic, Northeast","NLD","Netherlands","CSH","Crangon crangon","Crangon crangon","Common shrimp",1950,2015,66,12183.5,"Shrimps, prawns","Low",0.586378042108406
"27-NLD-DAB",27,"Atlantic, Northeast","NLD","Netherlands","DAB","Limanda limanda","Limanda limanda","Common dab",1950,2015,54,3511.5,"Flounders, halibuts, soles","Medium",0.361263931139785
"27-NLD-FLE",27,"Atlantic, Northeast","NLD","Netherlands","FLE","Platichthys flesus","Platichthys flesus","European flounder",1950,2015,62,909,"Flounders, halibuts, soles","Medium",0.249598015844045
"27-NLD-HAD",27,"Atlantic, Northeast","NLD","Netherlands","HAD","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",1950,2015,66,1617.5,"Cods, hakes, haddocks","Medium",0.354265019571743
"27-NLD-HER",27,"Atlantic, Northeast","NLD","Netherlands","HER","Clupea harengus","Clupea harengus","Atlantic herring",1950,2015,66,85374,"Herrings, sardines, anchovies","Medium",0.250360616655768
"27-NLD-HOM",27,"Atlantic, Northeast","NLD","Netherlands","HOM","Trachurus trachurus","Trachurus trachurus","Atlantic horse mackerel",1958,2015,53,62966,"Miscellaneous coastal fishes","Medium",0.391212690446964
"27-NLD-LEM",27,"Atlantic, Northeast","NLD","Netherlands","LEM","Microstomus kitt","Microstomus kitt","Lemon sole",1960,2015,44,348.5,"Flounders, halibuts, soles","Medium",0.226175919675425
"27-NLD-MAC",27,"Atlantic, Northeast","NLD","Netherlands","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1950,2015,66,24839.5,"Tunas, bonitos, billfishes","Medium",0.287659477519624
"27-NLD-OYF",27,"Atlantic, Northeast","NLD","Netherlands","OYF","Ostrea edulis","Ostrea edulis","European flat oyster",1950,2015,66,750,"Scallops, pectens","High",2.59635434293164
"27-NLD-PIL",27,"Atlantic, Northeast","NLD","Netherlands","PIL","Sardina pilchardus","Sardina pilchardus","European pilchard(=Sardine)",1951,2015,60,750.5,"Herrings, sardines, anchovies","Medium",0.483738302759745
"27-NLD-PLE",27,"Atlantic, Northeast","NLD","Netherlands","PLE","Pleuronectes platessa","Pleuronectes platessa","European plaice",1950,2015,66,32736.5,"Flounders, halibuts, soles","Medium",0.143922486594067
"27-NLD-POK",27,"Atlantic, Northeast","NLD","Netherlands","POK","Pollachius virens","Pollachius virens","Saithe(=Pollock)",1950,2015,66,306.5,"Cods, hakes, haddocks","Medium",0.213934974123137
"27-NLD-SCE",27,"Atlantic, Northeast","NLD","Netherlands","SCE","Pecten maximus","Pecten maximus","Great Atlantic scallop",1996,2015,20,310.5,"Scallops, pectens","High",1.15239165671636
"27-NLD-SOL",27,"Atlantic, Northeast","NLD","Netherlands","SOL","Solea solea","Solea solea","Common sole",1950,2015,66,12063,"Flounders, halibuts, soles","Medium",0.285008417984232
"27-NLD-SPR",27,"Atlantic, Northeast","NLD","Netherlands","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1950,2015,66,1047,"Herrings, sardines, anchovies","Medium",0.650798133846872
"27-NLD-TUR",27,"Atlantic, Northeast","NLD","Netherlands","TUR","Psetta maxima","Scophthalmus maximus","Turbot",1950,2015,62,1852.5,"Flounders, halibuts, soles","Medium",0.348541495037062
"27-NLD-WHB",27,"Atlantic, Northeast","NLD","Netherlands","WHB","Micromesistius poutassou","Micromesistius poutassou","Blue whiting(=Poutassou)",1978,2015,38,21880.5,"Cods, hakes, haddocks","Medium",0.41375542251684
"27-NLD-WHG",27,"Atlantic, Northeast","NLD","Netherlands","WHG","Merlangius merlangus","Merlangius merlangus","Whiting",1950,2015,66,6200,"Cods, hakes, haddocks","Medium",0.471925193520377
"27-NOR-BLI",27,"Atlantic, Northeast","NOR","Norway","BLI","Molva dypterygia","Molva dypterygia","Blue ling",1950,2015,66,1113,"Cods, hakes, haddocks","Low",0.228538430351296
"27-NOR-BSK",27,"Atlantic, Northeast","NOR","Norway","BSK","Cetorhinus maximus","Cetorhinus maximus","Basking shark",1950,2015,66,1731,"Sharks, rays, chimaeras","Very low",0.0732036023549294
"27-NOR-CAP",27,"Atlantic, Northeast","NOR","Norway","CAP","Mallotus villosus","Mallotus villosus","Capelin",1950,2015,66,217250,"Miscellaneous pelagic fishes","Medium",0.999801483974034
"27-NOR-COD",27,"Atlantic, Northeast","NOR","Norway","COD","Gadus morhua","Gadus morhua","Atlantic cod",1950,2015,66,274585.5,"Cods, hakes, haddocks","Medium",0.270287991797001
"27-NOR-CRE",27,"Atlantic, Northeast","NOR","Norway","CRE","Cancer pagurus","Cancer pagurus","Edible crab",1950,2015,66,2863,"Crabs, sea-spiders","High",NA
"27-NOR-DGS",27,"Atlantic, Northeast","NOR","Norway","DGS","Squalus acanthias","Squalus acanthias","Picked dogfish",1950,2015,66,7029.5,"Sharks, rays, chimaeras","Very low",0.14385276637056
"27-NOR-ELE",27,"Atlantic, Northeast","NOR","Norway","ELE","Anguilla anguilla","Anguilla anguilla","European eel",1950,2015,66,352.5,"Miscellaneous demersal fishes","Low",0.24132537489808
"27-NOR-GHL",27,"Atlantic, Northeast","NOR","Norway","GHL","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Greenland halibut",1950,2015,66,9495,"Flounders, halibuts, soles","Low",0.0945648244981132
"27-NOR-HAD",27,"Atlantic, Northeast","NOR","Norway","HAD","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",1950,2015,66,56692.5,"Cods, hakes, haddocks","Medium",0.354265019571743
"27-NOR-HAL",27,"Atlantic, Northeast","NOR","Norway","HAL","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Atlantic halibut",1950,2015,66,1569,"Flounders, halibuts, soles","Very low",0.116466518502922
"27-NOR-HER",27,"Atlantic, Northeast","NOR","Norway","HER","Clupea harengus","Clupea harengus","Atlantic herring",1950,2015,66,568413,"Herrings, sardines, anchovies","Medium",0.250360616655768
"27-NOR-HKE",27,"Atlantic, Northeast","NOR","Norway","HKE","Merluccius merluccius","Merluccius merluccius","European hake",1957,2015,59,608,"Cods, hakes, haddocks","Medium",0.319423285742402
"27-NOR-HOM",27,"Atlantic, Northeast","NOR","Norway","HOM","Trachurus trachurus","Trachurus trachurus","Atlantic horse mackerel",1970,2015,46,13010.5,"Miscellaneous coastal fishes","Medium",0.391212690446964
"27-NOR-KCD",27,"Atlantic, Northeast","NOR","Norway","KCD","Paralithodes camtschaticus","Paralithodes camtschaticus","Red king crab",1994,2015,22,1132,"King crabs, squat-lobsters","High",NA
"27-NOR-LIN",27,"Atlantic, Northeast","NOR","Norway","LIN","Molva molva","Molva molva","Ling",1950,2015,66,18325.5,"Cods, hakes, haddocks","Low",0.23314283849204
"27-NOR-LUM",27,"Atlantic, Northeast","NOR","Norway","LUM","Cyclopterus lumpus","Cyclopterus lumpus","Lumpfish(=Lumpsucker)",1970,2015,46,2877,"Miscellaneous coastal fishes","Low",0.264141148312727
"27-NOR-MAC",27,"Atlantic, Northeast","NOR","Norway","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1950,2015,66,156961.5,"Tunas, bonitos, billfishes","Medium",0.287659477519624
"27-NOR-MON",27,"Atlantic, Northeast","NOR","Norway","MON","Lophius piscatorius","Lophius piscatorius","Angler(=Monk)",1950,2015,66,739.5,"Miscellaneous demersal fishes","Medium",0.286677204281708
"27-NOR-NOP",27,"Atlantic, Northeast","NOR","Norway","NOP","Trisopterus esmarkii","Trisopterus esmarkii","Norway pout",1959,2015,57,69760,"Cods, hakes, haddocks","Medium",1.04219778909623
"27-NOR-PLE",27,"Atlantic, Northeast","NOR","Norway","PLE","Pleuronectes platessa","Pleuronectes platessa","European plaice",1950,2015,66,1189.5,"Flounders, halibuts, soles","Medium",0.143922486594067
"27-NOR-POK",27,"Atlantic, Northeast","NOR","Norway","POK","Pollachius virens","Pollachius virens","Saithe(=Pollock)",1950,2015,66,164531,"Cods, hakes, haddocks","Medium",0.213934974123137
"27-NOR-POL",27,"Atlantic, Northeast","NOR","Norway","POL","Pollachius pollachius","Pollachius pollachius","Pollack",1950,2015,66,2273.5,"Cods, hakes, haddocks","Medium",0.403529881061754
"27-NOR-PRA",27,"Atlantic, Northeast","NOR","Norway","PRA","Pandalus borealis","Pandalus borealis","Northern prawn",1950,2015,66,22928.5,"Shrimps, prawns","Medium",1.37600650623801
"27-NOR-SAL",27,"Atlantic, Northeast","NOR","Norway","SAL","Salmo salar","Salmo salar","Atlantic salmon",1950,2015,66,975,"Miscellaneous diadromous fishes","Medium",0.578159608710751
"27-NOR-SCE",27,"Atlantic, Northeast","NOR","Norway","SCE","Pecten maximus","Pecten maximus","Great Atlantic scallop",1993,2015,23,670,"Scallops, pectens","High",1.15239165671636
"27-NOR-SPR",27,"Atlantic, Northeast","NOR","Norway","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1950,2015,66,11469.5,"Herrings, sardines, anchovies","Medium",0.650798133846872
"27-NOR-USK",27,"Atlantic, Northeast","NOR","Norway","USK","Brosme brosme","Brosme brosme","Tusk(=Cusk)",1950,2015,66,20703.5,"Cods, hakes, haddocks","Low",0.224228574775959
"27-NOR-WHB",27,"Atlantic, Northeast","NOR","Norway","WHB","Micromesistius poutassou","Micromesistius poutassou","Blue whiting(=Poutassou)",1972,2015,44,223687,"Cods, hakes, haddocks","Medium",0.41375542251684
"27-POL-COD",27,"Atlantic, Northeast","POL","Poland","COD","Gadus morhua","Gadus morhua","Atlantic cod",1950,2015,66,42850,"Cods, hakes, haddocks","Medium",0.270287991797001
"27-POL-ELE",27,"Atlantic, Northeast","POL","Poland","ELE","Anguilla anguilla","Anguilla anguilla","European eel",1950,2015,66,292,"Miscellaneous demersal fishes","Low",0.24132537489808
"27-POL-FBM",27,"Atlantic, Northeast","POL","Poland","FBM","Abramis brama","Abramis brama","Freshwater bream",1955,2015,61,786,"Miscellaneous coastal fishes","Low",0.197395724433284
"27-POL-FPE",27,"Atlantic, Northeast","POL","Poland","FPE","Perca fluviatilis","Perca fluviatilis","European perch",1964,2015,52,616.5,"Miscellaneous demersal fishes","Low",0.471760290129143
"27-POL-FPP",27,"Atlantic, Northeast","POL","Poland","FPP","Sander lucioperca","Sander lucioperca","Pike-perch",1955,2015,61,308,"Miscellaneous coastal fishes","Low",0.452824515494706
