"stockid","areaid","fao_code","fao_area","iso3","country","spp_code","sci_name_orig","sci_name_fb","comm_name","year1","year2","nyr","tl_mt_median","lh_catg","resilience","m","long_dd","lat_dd","yr_full","yr_over","yr_collapse"
"27-NLD-COD","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","COD","Gadus morhua","Gadus morhua","Atlantic cod",1950,2015,66,8758,"Cods, hakes, haddocks","Medium",0.270287991797001,4.1668644521479,53.6531645047135,1979,NA,NA
"27-NLD-CSH","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","CSH","Crangon crangon","Crangon crangon","Common shrimp",1950,2015,66,12183.5,"Shrimps, prawns","Low",0.586378042108406,4.1668644521479,53.6531645047135,1963,NA,NA
"27-NLD-DAB","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","DAB","Limanda limanda","Limanda limanda","Common dab",1950,2015,54,3511.5,"Flounders, halibuts, soles","Medium",0.361263931139785,4.1668644521479,53.6531645047135,NA,NA,NA
"27-NLD-FLE","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","FLE","Platichthys flesus","Platichthys flesus","European flounder",1950,2015,62,909,"Flounders, halibuts, soles","Medium",0.249598015844045,4.1668644521479,53.6531645047135,1966,NA,NA
"27-NLD-HAD","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","HAD","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",1950,2015,66,1617.5,"Cods, hakes, haddocks","Medium",0.354265019571743,4.1668644521479,53.6531645047135,1950,1970,1988
"27-NLD-HER","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","HER","Clupea harengus","Clupea harengus","Atlantic herring",1950,2015,66,85374,"Herrings, sardines, anchovies","Medium",0.250360616655768,4.1668644521479,53.6531645047135,NA,NA,NA
"27-NLD-HOM","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","HOM","Trachurus trachurus","Trachurus trachurus","Atlantic horse mackerel",1958,2015,53,62966,"Miscellaneous coastal fishes","Medium",0.391212690446964,4.1668644521479,53.6531645047135,1968,NA,NA
"27-NLD-LEM","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","LEM","Microstomus kitt","Microstomus kitt","Lemon sole",1960,2015,44,348.5,"Flounders, halibuts, soles","Medium",0.226175919675425,4.1668644521479,53.6531645047135,NA,NA,NA
"27-NLD-MAC","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1950,2015,66,24839.5,"Tunas, bonitos, billfishes","Medium",0.287659477519624,4.1668644521479,53.6531645047135,1999,NA,NA
"27-NLD-OYF","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","OYF","Ostrea edulis","Ostrea edulis","European flat oyster",1950,2015,66,750,"Scallops, pectens","High",NA,4.1668644521479,53.6531645047135,1950,1954,NA
"27-NLD-PIL","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","PIL","Sardina pilchardus","Sardina pilchardus","European pilchard(=Sardine)",1951,2015,60,750.5,"Herrings, sardines, anchovies","Medium",0.483738302759745,4.1668644521479,53.6531645047135,1965,NA,NA
"27-NLD-PLE","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","PLE","Pleuronectes platessa","Pleuronectes platessa","European plaice",1950,2015,66,32736.5,"Flounders, halibuts, soles","Medium",0.143922486594067,4.1668644521479,53.6531645047135,1985,NA,NA
"27-NLD-POK","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","POK","Pollachius virens","Pollachius virens","Saithe(=Pollock)",1950,2015,66,306.5,"Cods, hakes, haddocks","Medium",0.213934974123137,4.1668644521479,53.6531645047135,1950,1979,NA
"27-NLD-SCE","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","SCE","Pecten maximus","Pecten maximus","Great Atlantic scallop",1996,2015,20,310.5,"Scallops, pectens","High",1.15239165671636,4.1668644521479,53.6531645047135,1996,NA,NA
"27-NLD-SOL","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","SOL","Solea solea","Solea solea","Common sole",1950,2015,66,12063,"Flounders, halibuts, soles","Medium",0.285008417984232,4.1668644521479,53.6531645047135,NA,NA,NA
"27-NLD-SPR","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1950,2015,66,1047,"Herrings, sardines, anchovies","Medium",0.650798133846872,4.1668644521479,53.6531645047135,1955,NA,NA
"27-NLD-TUR","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","TUR","Psetta maxima","Scophthalmus maximus","Turbot",1950,2015,62,1852.5,"Flounders, halibuts, soles","Medium",0.348541495037062,4.1668644521479,53.6531645047135,1979,2008,NA
"27-NLD-WHB","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","WHB","Micromesistius poutassou","Micromesistius poutassou","Blue whiting(=Poutassou)",1978,2015,38,21880.5,"Cods, hakes, haddocks","Medium",0.41375542251684,4.1668644521479,53.6531645047135,NA,NA,NA
"27-NLD-WHG","27-NLD",27,"Atlantic, Northeast","NLD","Netherlands","WHG","Merlangius merlangus","Merlangius merlangus","Whiting",1950,2015,66,6200,"Cods, hakes, haddocks","Medium",0.471925193520377,4.1668644521479,53.6531645047135,1965,2010,NA
"27-NOR-BLI","27-NOR",27,"Atlantic, Northeast","NOR","Norway","BLI","Molva dypterygia","Molva dypterygia","Blue ling",1950,2015,66,1113,"Cods, hakes, haddocks","Low",0.228538430351296,14.0986706224823,68.2129086113796,1977,1987,NA
"27-NOR-BSK","27-NOR",27,"Atlantic, Northeast","NOR","Norway","BSK","Cetorhinus maximus","Cetorhinus maximus","Basking shark",1950,2015,66,1731,"Sharks, rays, chimaeras","Very low",0.0732036023549294,14.0986706224823,68.2129086113796,1955,NA,NA
"27-NOR-CAP","27-NOR",27,"Atlantic, Northeast","NOR","Norway","CAP","Mallotus villosus","Mallotus villosus","Capelin",1950,2015,66,217250,"Miscellaneous pelagic fishes","Medium",0.999801483974034,14.0986706224823,68.2129086113796,1956,NA,NA
"27-NOR-COD","27-NOR",27,"Atlantic, Northeast","NOR","Norway","COD","Gadus morhua","Gadus morhua","Atlantic cod",1950,2015,66,274585.5,"Cods, hakes, haddocks","Medium",0.270287991797001,14.0986706224823,68.2129086113796,1970,NA,NA
"27-NOR-CRE","27-NOR",27,"Atlantic, Northeast","NOR","Norway","CRE","Cancer pagurus","Cancer pagurus","Edible crab",1950,2015,66,2863,"Crabs, sea-spiders","High",NA,14.0986706224823,68.2129086113796,NA,NA,NA
"27-NOR-DGS","27-NOR",27,"Atlantic, Northeast","NOR","Norway","DGS","Squalus acanthias","Squalus acanthias","Picked dogfish",1950,2015,66,7029.5,"Sharks, rays, chimaeras","Very low",0.14385276637056,14.0986706224823,68.2129086113796,1956,NA,NA
"27-NOR-ELE","27-NOR",27,"Atlantic, Northeast","NOR","Norway","ELE","Anguilla anguilla","Anguilla anguilla","European eel",1950,2015,66,352.5,"Miscellaneous demersal fishes","Low",0.24132537489808,14.0986706224823,68.2129086113796,1952,NA,NA
"27-NOR-GHL","27-NOR",27,"Atlantic, Northeast","NOR","Norway","GHL","Reinhardtius hippoglossoides","Reinhardtius hippoglossoides","Greenland halibut",1950,2015,66,9495,"Flounders, halibuts, soles","Low",0.0945648244981132,14.0986706224823,68.2129086113796,1986,NA,NA
"27-NOR-HAD","27-NOR",27,"Atlantic, Northeast","NOR","Norway","HAD","Melanogrammus aeglefinus","Melanogrammus aeglefinus","Haddock",1950,2015,66,56692.5,"Cods, hakes, haddocks","Medium",0.354265019571743,14.0986706224823,68.2129086113796,1954,NA,NA
"27-NOR-HAL","27-NOR",27,"Atlantic, Northeast","NOR","Norway","HAL","Hippoglossus hippoglossus","Hippoglossus hippoglossus","Atlantic halibut",1950,2015,66,1569,"Flounders, halibuts, soles","Very low",0.116466518502922,14.0986706224823,68.2129086113796,1961,1973,NA
"27-NOR-HER","27-NOR",27,"Atlantic, Northeast","NOR","Norway","HER","Clupea harengus","Clupea harengus","Atlantic herring",1950,2015,66,568413,"Herrings, sardines, anchovies","Medium",0.250360616655768,14.0986706224823,68.2129086113796,1959,NA,NA
"27-NOR-HKE","27-NOR",27,"Atlantic, Northeast","NOR","Norway","HKE","Merluccius merluccius","Merluccius merluccius","European hake",1957,2015,59,608,"Cods, hakes, haddocks","Medium",0.319423285742402,14.0986706224823,68.2129086113796,NA,NA,NA
"27-NOR-HOM","27-NOR",27,"Atlantic, Northeast","NOR","Norway","HOM","Trachurus trachurus","Trachurus trachurus","Atlantic horse mackerel",1970,2015,46,13010.5,"Miscellaneous coastal fishes","Medium",0.391212690446964,14.0986706224823,68.2129086113796,1975,NA,NA
"27-NOR-KCD","27-NOR",27,"Atlantic, Northeast","NOR","Norway","KCD","Paralithodes camtschaticus","Paralithodes camtschaticus","Red king crab",1994,2015,22,1132,"King crabs, squat-lobsters","High",NA,14.0986706224823,68.2129086113796,2003,NA,NA
"27-NOR-LIN","27-NOR",27,"Atlantic, Northeast","NOR","Norway","LIN","Molva molva","Molva molva","Ling",1950,2015,66,18325.5,"Cods, hakes, haddocks","Low",0.23314283849204,14.0986706224823,68.2129086113796,1981,NA,NA
"27-NOR-LUM","27-NOR",27,"Atlantic, Northeast","NOR","Norway","LUM","Cyclopterus lumpus","Cyclopterus lumpus","Lumpfish(=Lumpsucker)",1970,2015,46,2877,"Miscellaneous coastal fishes","Low",0.264141148312727,14.0986706224823,68.2129086113796,1988,2004,NA
"27-NOR-MAC","27-NOR",27,"Atlantic, Northeast","NOR","Norway","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1950,2015,66,156961.5,"Tunas, bonitos, billfishes","Medium",0.287659477519624,14.0986706224823,68.2129086113796,1963,NA,NA
"27-NOR-MON","27-NOR",27,"Atlantic, Northeast","NOR","Norway","MON","Lophius piscatorius","Lophius piscatorius","Angler(=Monk)",1950,2015,66,739.5,"Miscellaneous demersal fishes","Medium",0.286677204281708,14.0986706224823,68.2129086113796,NA,NA,NA
"27-NOR-NOP","27-NOR",27,"Atlantic, Northeast","NOR","Norway","NOP","Trisopterus esmarkii","Trisopterus esmarkii","Norway pout",1959,2015,57,69760,"Cods, hakes, haddocks","Medium",1.04219778909623,14.0986706224823,68.2129086113796,1964,NA,NA
"27-NOR-PLE","27-NOR",27,"Atlantic, Northeast","NOR","Norway","PLE","Pleuronectes platessa","Pleuronectes platessa","European plaice",1950,2015,66,1189.5,"Flounders, halibuts, soles","Medium",0.143922486594067,14.0986706224823,68.2129086113796,1962,NA,NA
"27-NOR-POK","27-NOR",27,"Atlantic, Northeast","NOR","Norway","POK","Pollachius virens","Pollachius virens","Saithe(=Pollock)",1950,2015,66,164531,"Cods, hakes, haddocks","Medium",0.213934974123137,14.0986706224823,68.2129086113796,1960,NA,NA
"27-NOR-POL","27-NOR",27,"Atlantic, Northeast","NOR","Norway","POL","Pollachius pollachius","Pollachius pollachius","Pollack",1950,2015,66,2273.5,"Cods, hakes, haddocks","Medium",0.403529881061754,14.0986706224823,68.2129086113796,1999,NA,NA
"27-NOR-PRA","27-NOR",27,"Atlantic, Northeast","NOR","Norway","PRA","Pandalus borealis","Pandalus borealis","Northern prawn",1950,2015,66,22928.5,"Shrimps, prawns","Medium",NA,14.0986706224823,68.2129086113796,1972,NA,NA
"27-NOR-SAL","27-NOR",27,"Atlantic, Northeast","NOR","Norway","SAL","Salmo salar","Salmo salar","Atlantic salmon",1950,2015,66,975,"Miscellaneous diadromous fishes","Medium",0.578159608710751,14.0986706224823,68.2129086113796,1976,1990,NA
"27-NOR-SCE","27-NOR",27,"Atlantic, Northeast","NOR","Norway","SCE","Pecten maximus","Pecten maximus","Great Atlantic scallop",1993,2015,23,670,"Scallops, pectens","High",1.15239165671636,14.0986706224823,68.2129086113796,1994,NA,NA
"27-NOR-SPR","27-NOR",27,"Atlantic, Northeast","NOR","Norway","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1950,2015,66,11469.5,"Herrings, sardines, anchovies","Medium",0.650798133846872,14.0986706224823,68.2129086113796,1972,NA,NA
"27-NOR-USK","27-NOR",27,"Atlantic, Northeast","NOR","Norway","USK","Brosme brosme","Brosme brosme","Tusk(=Cusk)",1950,2015,66,20703.5,"Cods, hakes, haddocks","Low",0.224228574775959,14.0986706224823,68.2129086113796,1979,2010,NA
"27-NOR-WHB","27-NOR",27,"Atlantic, Northeast","NOR","Norway","WHB","Micromesistius poutassou","Micromesistius poutassou","Blue whiting(=Poutassou)",1972,2015,44,223687,"Cods, hakes, haddocks","Medium",0.41375542251684,14.0986706224823,68.2129086113796,1985,NA,NA
"27-POL-COD","27-POL",27,"Atlantic, Northeast","POL","Poland","COD","Gadus morhua","Gadus morhua","Atlantic cod",1950,2015,66,42850,"Cods, hakes, haddocks","Medium",0.270287991797001,17.3100890322329,54.9415881048415,1974,NA,NA
"27-POL-ELE","27-POL",27,"Atlantic, Northeast","POL","Poland","ELE","Anguilla anguilla","Anguilla anguilla","European eel",1950,2015,66,292,"Miscellaneous demersal fishes","Low",0.24132537489808,17.3100890322329,54.9415881048415,1970,1983,NA
"27-POL-FBM","27-POL",27,"Atlantic, Northeast","POL","Poland","FBM","Abramis brama","Abramis brama","Freshwater bream",1955,2015,61,786,"Miscellaneous coastal fishes","Low",0.197395724433284,17.3100890322329,54.9415881048415,1964,NA,NA
"27-POL-FPE","27-POL",27,"Atlantic, Northeast","POL","Poland","FPE","Perca fluviatilis","Perca fluviatilis","European perch",1964,2015,52,616.5,"Miscellaneous demersal fishes","Low",0.471760290129143,17.3100890322329,54.9415881048415,1977,NA,NA
"27-POL-FPP","27-POL",27,"Atlantic, Northeast","POL","Poland","FPP","Sander lucioperca","Sander lucioperca","Pike-perch",1955,2015,61,308,"Miscellaneous coastal fishes","Low",0.452824515494706,17.3100890322329,54.9415881048415,1959,NA,NA
"27-POL-FRO","27-POL",27,"Atlantic, Northeast","POL","Poland","FRO","Rutilus rutilus","Rutilus rutilus","Roach",1950,2015,66,660,"Miscellaneous coastal fishes","Medium",0.270895856571287,17.3100890322329,54.9415881048415,1950,NA,NA
"27-POL-HER","27-POL",27,"Atlantic, Northeast","POL","Poland","HER","Clupea harengus","Clupea harengus","Atlantic herring",1950,2015,66,53782,"Herrings, sardines, anchovies","Medium",0.250360616655768,17.3100890322329,54.9415881048415,1979,2001,NA
"27-POL-POK","27-POL",27,"Atlantic, Northeast","POL","Poland","POK","Pollachius virens","Pollachius virens","Saithe(=Pollock)",1966,2015,50,817.5,"Cods, hakes, haddocks","Medium",0.213934974123137,17.3100890322329,54.9415881048415,1969,NA,NA
"27-POL-SPR","27-POL",27,"Atlantic, Northeast","POL","Poland","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1950,2015,66,27770.5,"Herrings, sardines, anchovies","Medium",0.650798133846872,17.3100890322329,54.9415881048415,2000,NA,NA
"27-POL-TRS","27-POL",27,"Atlantic, Northeast","POL","Poland","TRS","Salmo trutta","Salmo trutta","Sea trout",1993,2015,23,329,"Miscellaneous diadromous fishes","High",0.582116789010536,17.3100890322329,54.9415881048415,2002,NA,NA
"27-PRT-ANE","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","ANE","Engraulis encrasicolus","Engraulis encrasicolus","European anchovy",1950,2015,66,1003,"Herrings, sardines, anchovies","Medium",0.858747908570136,-28.4396477412174,39.1247693876336,1960,1969,NA
"27-PRT-BIB","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","BIB","Trisopterus luscus","Trisopterus luscus","Pouting(=Bib)",1971,2015,45,3219,"Cods, hakes, haddocks","Medium",0.800125710445419,-28.4396477412174,39.1247693876336,2004,NA,NA
"27-PRT-BOG","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","BOG","Boops boops","Boops boops","Bogue",1976,2015,40,673,"Miscellaneous demersal fishes","Medium",0.384664931466579,-28.4396477412174,39.1247693876336,1982,1992,NA
"27-PRT-BSF","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","BSF","Aphanopus carbo","Aphanopus carbo","Black scabbardfish",1986,2015,30,3317.5,"Miscellaneous demersal fishes","Low",0.301365657153198,-28.4396477412174,39.1247693876336,2005,NA,NA
"27-PRT-BSS","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","BSS","Dicentrarchus labrax","Dicentrarchus labrax","European seabass",1976,2015,40,321,"Miscellaneous diadromous fishes","Medium",0.182475253374254,-28.4396477412174,39.1247693876336,1981,NA,NA
"27-PRT-COC","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","COC","Cerastoderma edule","Cerastoderma edule","Common edible cockle",1950,2015,66,1221,"Clams, cockles, arkshells","High",0.824133626714055,-28.4396477412174,39.1247693876336,1961,NA,NA
"27-PRT-COD","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","COD","Gadus morhua","Gadus morhua","Atlantic cod",1974,2015,42,3857,"Cods, hakes, haddocks","Medium",0.270287991797001,-28.4396477412174,39.1247693876336,1974,1979,NA
"27-PRT-COE","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","COE","Conger conger","Conger conger","European conger",1974,2015,42,2044,"Miscellaneous demersal fishes","Very low",0.225205037879887,-28.4396477412174,39.1247693876336,1982,NA,NA
"27-PRT-CTC","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","CTC","Sepia officinalis","Sepia officinalis","Common cuttlefish",1958,2015,58,1208.5,"Miscellaneous demersal fishes","High",1.18985641272492,-28.4396477412174,39.1247693876336,1963,NA,NA
"27-PRT-CYO","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","CYO","Centroscymnus coelolepis","Centroscymnus coelolepis","Portuguese dogfish",1990,2011,22,1256.5,"Sharks, rays, chimaeras","Very low",0.15574365884567,-28.4396477412174,39.1247693876336,1994,NA,NA
"27-PRT-GUP","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","GUP","Centrophorus granulosus","Centrophorus granulosus","Gulper shark",1990,2011,22,266,"Sharks, rays, chimaeras","Low",0.116013177359453,-28.4396477412174,39.1247693876336,1990,1996,NA
"27-PRT-GUQ","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","GUQ","Centrophorus squamosus","Centrophorus squamosus","Leafscale gulper shark",1990,2014,23,1409,"Sharks, rays, chimaeras","Low",0.100626637040556,-28.4396477412174,39.1247693876336,1997,NA,NA
"27-PRT-HKE","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","HKE","Merluccius merluccius","Merluccius merluccius","European hake",1950,2015,66,5499.5,"Cods, hakes, haddocks","Medium",0.319423285742402,-28.4396477412174,39.1247693876336,1962,2004,NA
"27-PRT-HOM","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","HOM","Trachurus trachurus","Trachurus trachurus","Atlantic horse mackerel",1950,2015,66,29119.5,"Miscellaneous coastal fishes","Medium",0.391212690446964,-28.4396477412174,39.1247693876336,1968,NA,NA
"27-PRT-JOD","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","JOD","Zeus faber","Zeus faber","John dory",1976,2015,40,301.5,"Miscellaneous coastal fishes","Low",0.343034319117773,-28.4396477412174,39.1247693876336,1990,NA,NA
"27-PRT-MAC","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1970,2015,46,2817.5,"Tunas, bonitos, billfishes","Medium",0.287659477519624,-28.4396477412174,39.1247693876336,2000,NA,NA
"27-PRT-PIL","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","PIL","Sardina pilchardus","Sardina pilchardus","European pilchard(=Sardine)",1950,2015,66,87655,"Herrings, sardines, anchovies","Medium",0.483738302759745,-28.4396477412174,39.1247693876336,1959,NA,NA
"27-PRT-SBA","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","SBA","Pagellus acarne","Pagellus acarne","Axillary seabream",1986,2015,30,947.5,"Miscellaneous coastal fishes","Medium",0.413668727641749,-28.4396477412174,39.1247693876336,1989,NA,NA
"27-PRT-SBR","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","SBR","Pagellus bogaraveo","Pagellus bogaraveo","Blackspot(=red) seabream",1978,2015,38,1163,"Miscellaneous coastal fishes","Low",0.262152831795098,-28.4396477412174,39.1247693876336,1989,NA,NA
"27-PRT-SFS","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","SFS","Lepidopus caudatus","Lepidopus caudatus","Silver scabbardfish",1950,2015,66,3315,"Miscellaneous coastal fishes","Medium",0.322197824882143,-28.4396477412174,39.1247693876336,1958,NA,NA
"27-PRT-SOL","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","SOL","Solea solea","Solea solea","Common sole",1950,2015,66,586,"Flounders, halibuts, soles","Medium",0.285008417984232,-28.4396477412174,39.1247693876336,1965,NA,NA
"27-PRT-VMA","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","VMA","Scomber colias","Scomber colias","Atlantic chub mackerel",1950,2015,66,9146,"Tunas, bonitos, billfishes","Medium",0.474276751044858,-28.4396477412174,39.1247693876336,NA,NA,NA
"27-PRT-WHB","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","WHB","Micromesistius poutassou","Micromesistius poutassou","Blue whiting(=Poutassou)",1976,2015,40,2770,"Cods, hakes, haddocks","Medium",0.41375542251684,-28.4396477412174,39.1247693876336,1983,NA,NA
"27-PRT-WRF","27-PRT",27,"Atlantic, Northeast","PRT","Portugal","WRF","Polyprion americanus","Polyprion americanus","Wreckfish",1986,2015,30,397,"Miscellaneous demersal fishes","Low",0.131956241516123,-28.4396477412174,39.1247693876336,1990,NA,NA
