"stockid","areaid","fao_code","fao_area","iso3","country","spp_code","sci_name_orig","sci_name_fb","comm_name","year1","year2","nyr","tl_mt_median","lh_catg","resilience","m","long_dd","lat_dd","yr_full","yr_over","yr_collapse"
"34-SEN-BUA","34-SEN",34,"Atlantic, Eastern Central","SEN","Senegal","BUA","Chloroscombrus chrysurus","Chloroscombrus chrysurus","Atlantic bumper",1983,2015,33,2045,"Miscellaneous coastal fishes","Medium",0.953449432430722,-18.6912996002727,11.7375905604664,1988,NA,NA
"34-SEN-DPS","34-SEN",34,"Atlantic, Eastern Central","SEN","Senegal","DPS","Parapenaeus longirostris","Parapenaeus longirostris","Deep-water rose shrimp",1983,2015,29,1167,"Shrimps, prawns","High",2.15445126069401,-18.6912996002727,11.7375905604664,1986,2007,NA
"34-SEN-DRS","34-SEN",34,"Atlantic, Eastern Central","SEN","Senegal","DRS","Pteroscion peli","Pteroscion peli","Boe drum",1976,2015,40,901,"Miscellaneous coastal fishes","Medium",0.596106697955314,-18.6912996002727,11.7375905604664,1979,1997,NA
"34-SEN-GAL","34-SEN",34,"Atlantic, Eastern Central","SEN","Senegal","GAL","Galeoides decadactylus","Galeoides decadactylus","Lesser African threadfin",1980,2013,34,3603,"Miscellaneous demersal fishes","Medium",0.58413251802099,-18.6912996002727,11.7375905604664,NA,NA,NA
"34-SEN-GOA","34-SEN",34,"Atlantic, Eastern Central","SEN","Senegal","GOA","Pseudupeneus prayensis","Pseudupeneus prayensis","West African goatfish",1964,2015,52,727,"Miscellaneous demersal fishes","High",0.877419872020115,-18.6912996002727,11.7375905604664,1969,NA,NA
"34-SEN-GRB","34-SEN",34,"Atlantic, Eastern Central","SEN","Senegal","GRB","Brachydeuterus auritus","Brachydeuterus auritus","Bigeye grunt",1983,2015,33,1687,"Miscellaneous coastal fishes","Medium",0.794946117088516,-18.6912996002727,11.7375905604664,NA,NA,NA
"34-SEN-LEE","34-SEN",34,"Atlantic, Eastern Central","SEN","Senegal","LEE","Lichia amia","Lichia amia","Leerfish",1983,2015,33,290,"Miscellaneous coastal fishes","Medium",1.02635110861724,-18.6912996002727,11.7375905604664,1988,2006,NA
"34-SEN-LHT","34-SEN",34,"Atlantic, Eastern Central","SEN","Senegal","LHT","Trichiurus lepturus","Trichiurus lepturus","Largehead hairtail",1980,2015,36,800,"Miscellaneous coastal fishes","Medium",0.432772725506663,-18.6912996002727,11.7375905604664,1986,NA,NA
"34-SEN-LTA","34-SEN",34,"Atlantic, Eastern Central","SEN","Senegal","LTA","Euthynnus alletteratus","Euthynnus alletteratus","Little tunny(=Atl.black skipj)",1974,2015,42,3948,"Tunas, bonitos, billfishes","Medium",0.438368780313882,-18.6912996002727,11.7375905604664,NA,NA,NA
"34-SEN-MAW","34-SEN",34,"Atlantic, Eastern Central","SEN","Senegal","MAW","Scomberomorus tritor","Scomberomorus tritor","West African Spanish mackerel",1974,2015,42,738,"Tunas, bonitos, billfishes","Medium",0.894877221324852,-18.6912996002727,11.7375905604664,1978,NA,NA
"34-SEN-PAR","34-SEN",34,"Atlantic, Eastern Central","SEN","Senegal","PAR","Pagellus bellottii","Pagellus bellottii","Red pandora",1990,2015,26,3911,"Miscellaneous demersal fishes","Medium",0.503395389227149,-18.6912996002727,11.7375905604664,1995,NA,NA
"34-SEN-SAA","34-SEN",34,"Atlantic, Eastern Central","SEN","Senegal","SAA","Sardinella aurita","Sardinella aurita","Round sardinella",1950,2015,66,75733.5,"Herrings, sardines, anchovies","High",0.771609759912167,-18.6912996002727,11.7375905604664,2002,NA,NA
"34-SEN-SAE","34-SEN",34,"Atlantic, Eastern Central","SEN","Senegal","SAE","Sardinella maderensis","Sardinella maderensis","Madeiran sardinella",1990,2015,26,99756.5,"Herrings, sardines, anchovies","Medium",0.710906728939289,-18.6912996002727,11.7375905604664,2002,NA,NA
"34-SEN-SIC","34-SEN",34,"Atlantic, Eastern Central","SEN","Senegal","SIC","Drepane africana","Drepane africana","African sicklefish",1976,2015,40,480,"Miscellaneous coastal fishes","Medium",0.458871137452614,-18.6912996002727,11.7375905604664,NA,NA,NA
"34-SEN-SOP","34-SEN",34,"Atlantic, Eastern Central","SEN","Senegal","SOP","Penaeus notialis","Farfantepenaeus notialis","Southern pink shrimp",1952,2015,64,3382,"Shrimps, prawns","High",NA,-18.6912996002727,11.7375905604664,1952,NA,NA
"34-SEN-VMA","34-SEN",34,"Atlantic, Eastern Central","SEN","Senegal","VMA","Scomber colias","Scomber colias","Atlantic chub mackerel",1976,2015,40,2798,"Tunas, bonitos, billfishes","Medium",0.474276751044858,-18.6912996002727,11.7375905604664,NA,NA,NA
"34-SLE-BOA","34-SLE",34,"Atlantic, Eastern Central","SLE","Sierra Leone","BOA","Ethmalosa fimbriata","Ethmalosa fimbriata","Bonga shad",1950,2015,66,20855.5,"Shads","High",0.677742353481186,-14.1428178955017,6.63523731203949,1952,NA,NA
"34-SLE-CKL","34-SLE",34,"Atlantic, Eastern Central","SLE","Sierra Leone","CKL","Pseudotolithus senegallus","Pseudotolithus senegallus","Law croaker",1980,2015,34,357,"Miscellaneous demersal fishes","Low",0.54873407565389,-14.1428178955017,6.63523731203949,NA,NA,NA
"34-SLE-GAL","34-SLE",34,"Atlantic, Eastern Central","SLE","Sierra Leone","GAL","Galeoides decadactylus","Galeoides decadactylus","Lesser African threadfin",1976,2015,37,758,"Miscellaneous demersal fishes","Medium",0.58413251802099,-14.1428178955017,6.63523731203949,NA,NA,NA
"34-SLE-GRB","34-SLE",34,"Atlantic, Eastern Central","SLE","Sierra Leone","GRB","Brachydeuterus auritus","Brachydeuterus auritus","Bigeye grunt",1970,2015,36,359,"Miscellaneous coastal fishes","Medium",0.794946117088516,-14.1428178955017,6.63523731203949,1978,NA,NA
"34-SLE-HMZ","34-SLE",34,"Atlantic, Eastern Central","SLE","Sierra Leone","HMZ","Trachurus trecae","Trachurus trecae","Cunene horse mackerel",1990,2015,25,339,"Miscellaneous coastal fishes","Medium",0.501731607398576,-14.1428178955017,6.63523731203949,2001,NA,NA
"34-SLE-ILI","34-SLE",34,"Atlantic, Eastern Central","SLE","Sierra Leone","ILI","Ilisha africana","Ilisha africana","West African ilisha",1976,2015,40,3002.5,"Herrings, sardines, anchovies","High",1.6660264410032,-14.1428178955017,6.63523731203949,NA,NA,NA
"34-SLE-PET","34-SLE",34,"Atlantic, Eastern Central","SLE","Sierra Leone","PET","Pentanemus quinquarius","Pentanemus quinquarius","Royal threadfin",1976,2015,38,469,"Miscellaneous demersal fishes","High",0.900081384897673,-14.1428178955017,6.63523731203949,1977,NA,NA
"34-SLE-PSE","34-SLE",34,"Atlantic, Eastern Central","SLE","Sierra Leone","PSE","Pseudotolithus elongatus","Pseudotolithus elongatus","Bobo croaker",1957,2015,59,2010,"Miscellaneous demersal fishes","Medium",0.463086393877425,-14.1428178955017,6.63523731203949,2005,NA,NA
"34-SLE-SIC","34-SLE",34,"Atlantic, Eastern Central","SLE","Sierra Leone","SIC","Drepane africana","Drepane africana","African sicklefish",1972,2015,39,282,"Miscellaneous coastal fishes","Medium",0.458871137452614,-14.1428178955017,6.63523731203949,1972,NA,NA
"34-SLE-TGA","34-SLE",34,"Atlantic, Eastern Central","SLE","Sierra Leone","TGA","Polydactylus quadrifilis","Polydactylus quadrifilis","Giant African threadfin",1993,2015,23,1985,"Miscellaneous demersal fishes","Medium",0.750641513313633,-14.1428178955017,6.63523731203949,2005,NA,NA
"34-TGO-ANE","34-TGO",34,"Atlantic, Eastern Central","TGO","Togo","ANE","Engraulis encrasicolus","Engraulis encrasicolus","European anchovy",1950,2015,66,3450,"Herrings, sardines, anchovies","Medium",0.858747908570136,1.82304670264403,4.63269237344735,NA,NA,NA
"34-TGO-BON","34-TGO",34,"Atlantic, Eastern Central","TGO","Togo","BON","Sarda sarda","Sarda sarda","Atlantic bonito",1985,2015,31,350,"Tunas, bonitos, billfishes","Medium",0.96547860002008,1.82304670264403,4.63269237344735,NA,NA,NA
"34-TGO-SAA","34-TGO",34,"Atlantic, Eastern Central","TGO","Togo","SAA","Sardinella aurita","Sardinella aurita","Round sardinella",1984,2015,32,1345.5,"Herrings, sardines, anchovies","High",0.771609759912167,1.82304670264403,4.63269237344735,2005,NA,NA
"34-TGO-SAE","34-TGO",34,"Atlantic, Eastern Central","TGO","Togo","SAE","Sardinella maderensis","Sardinella maderensis","Madeiran sardinella",1950,2015,66,468.5,"Herrings, sardines, anchovies","Medium",0.710906728939289,1.82304670264403,4.63269237344735,1969,NA,NA
"37-ALB-HKE","37-ALB",37,"Mediterranean and Black Sea","ALB","Albania","HKE","Merluccius merluccius","Merluccius merluccius","European hake",1983,2015,33,280,"Cods, hakes, haddocks","Medium",0.319423285742402,19.1092604204415,40.9281955576731,2006,NA,NA
"37-BGR-SPR","37-BGR",37,"Mediterranean and Black Sea","BGR","Bulgaria","SPR","Sprattus sprattus","Sprattus sprattus","European sprat",1964,2015,52,3459,"Herrings, sardines, anchovies","Medium",0.650798133846872,29.20170141547,42.9334953081415,1982,NA,NA
"37-DZA-ANE","37-DZA",37,"Mediterranean and Black Sea","DZA","Algeria","ANE","Engraulis encrasicolus","Engraulis encrasicolus","European anchovy",1950,2015,66,2873.5,"Herrings, sardines, anchovies","Medium",0.858747908570136,3.53884934330109,37.2044189821894,1953,NA,NA
"37-DZA-ARA","37-DZA",37,"Mediterranean and Black Sea","DZA","Algeria","ARA","Aristeus antennatus","Aristeus antennatus","Blue and red shrimp",1954,2015,62,1150.5,"Shrimps, prawns","High",1.09915611279262,3.53884934330109,37.2044189821894,1954,NA,NA
"37-DZA-BOG","37-DZA",37,"Mediterranean and Black Sea","DZA","Algeria","BOG","Boops boops","Boops boops","Bogue",1995,2015,21,4972,"Miscellaneous demersal fishes","Medium",0.384664931466579,3.53884934330109,37.2044189821894,NA,NA,NA
"37-DZA-BON","37-DZA",37,"Mediterranean and Black Sea","DZA","Algeria","BON","Sarda sarda","Sarda sarda","Atlantic bonito",1964,2015,52,465,"Tunas, bonitos, billfishes","Medium",0.96547860002008,3.53884934330109,37.2044189821894,1970,NA,NA
"37-DZA-CTC","37-DZA",37,"Mediterranean and Black Sea","DZA","Algeria","CTC","Sepia officinalis","Sepia officinalis","Common cuttlefish",1989,2015,27,400,"Miscellaneous demersal fishes","High",1.18985641272492,3.53884934330109,37.2044189821894,NA,NA,NA
"37-DZA-DPS","37-DZA",37,"Mediterranean and Black Sea","DZA","Algeria","DPS","Parapenaeus longirostris","Parapenaeus longirostris","Deep-water rose shrimp",1950,2015,66,737.5,"Shrimps, prawns","High",2.15445126069401,3.53884934330109,37.2044189821894,1950,NA,NA
"37-DZA-HKE","37-DZA",37,"Mediterranean and Black Sea","DZA","Algeria","HKE","Merluccius merluccius","Merluccius merluccius","European hake",1950,2015,66,731,"Cods, hakes, haddocks","Medium",0.319423285742402,3.53884934330109,37.2044189821894,1976,2008,NA
"37-DZA-LTA","37-DZA",37,"Mediterranean and Black Sea","DZA","Algeria","LTA","Euthynnus alletteratus","Euthynnus alletteratus","Little tunny(=Atl.black skipj)",1991,2015,25,336,"Tunas, bonitos, billfishes","Medium",0.438368780313882,3.53884934330109,37.2044189821894,1992,2000,NA
"37-DZA-MAC","37-DZA",37,"Mediterranean and Black Sea","DZA","Algeria","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1950,2015,66,400,"Tunas, bonitos, billfishes","Medium",0.287659477519624,3.53884934330109,37.2044189821894,1955,NA,NA
"37-DZA-PAC","37-DZA",37,"Mediterranean and Black Sea","DZA","Algeria","PAC","Pagellus erythrinus","Pagellus erythrinus","Common pandora",1970,2015,37,1633,"Miscellaneous coastal fishes","Medium",0.353385898345045,3.53884934330109,37.2044189821894,1975,NA,NA
"37-DZA-PIL","37-DZA",37,"Mediterranean and Black Sea","DZA","Algeria","PIL","Sardina pilchardus","Sardina pilchardus","European pilchard(=Sardine)",1950,2015,66,31546,"Herrings, sardines, anchovies","Medium",0.483738302759745,3.53884934330109,37.2044189821894,2005,NA,NA
"37-EGY-BOG","37-EGY",37,"Mediterranean and Black Sea","EGY","Egypt","BOG","Boops boops","Boops boops","Bogue",1964,2015,51,1350,"Miscellaneous demersal fishes","Medium",0.384664931466579,31.90756611,31.5258294866667,2004,NA,NA
"37-EGY-BSS","37-EGY",37,"Mediterranean and Black Sea","EGY","Egypt","BSS","Dicentrarchus labrax","Dicentrarchus labrax","European seabass",1993,2015,22,954.5,"Miscellaneous diadromous fishes","Medium",0.182475253374254,31.90756611,31.5258294866667,NA,NA,NA
"37-EGY-COM","37-EGY",37,"Mediterranean and Black Sea","EGY","Egypt","COM","Scomberomorus commerson","Scomberomorus commerson","Narrow-barred Spanish mackerel",1995,2015,21,778,"Tunas, bonitos, billfishes","Medium",0.495785225442958,31.90756611,31.5258294866667,2005,NA,NA
"37-EGY-GUG","37-EGY",37,"Mediterranean and Black Sea","EGY","Egypt","GUG","Eutrigla gurnardus","Eutrigla gurnardus","Grey gurnard",1970,2015,46,766.5,"Miscellaneous demersal fishes","Medium",0.465526731202412,31.90756611,31.5258294866667,NA,NA,NA
"37-EGY-HMM","37-EGY",37,"Mediterranean and Black Sea","EGY","Egypt","HMM","Trachurus mediterraneus","Trachurus mediterraneus","Mediterranean horse mackerel",1969,2015,43,433,"Miscellaneous pelagic fishes","Medium",0.42695145091917,31.90756611,31.5258294866667,NA,NA,NA
"37-EGY-LHT","37-EGY",37,"Mediterranean and Black Sea","EGY","Egypt","LHT","Trichiurus lepturus","Trichiurus lepturus","Largehead hairtail",1995,2015,21,1096,"Miscellaneous coastal fishes","Medium",0.432772725506663,31.90756611,31.5258294866667,NA,NA,NA
"37-EGY-LTA","37-EGY",37,"Mediterranean and Black Sea","EGY","Egypt","LTA","Euthynnus alletteratus","Euthynnus alletteratus","Little tunny(=Atl.black skipj)",1974,2015,42,672.5,"Tunas, bonitos, billfishes","Medium",0.438368780313882,31.90756611,31.5258294866667,1978,NA,NA
"37-EGY-MGR","37-EGY",37,"Mediterranean and Black Sea","EGY","Egypt","MGR","Argyrosomus regius","Argyrosomus regius","Meagre",1950,2015,66,500,"Miscellaneous coastal fishes","Low",0.174337641148087,31.90756611,31.5258294866667,NA,NA,NA
"37-EGY-MUF","37-EGY",37,"Mediterranean and Black Sea","EGY","Egypt","MUF","Mugil cephalus","Mugil cephalus","Flathead grey mullet",1950,1994,45,500,"Miscellaneous coastal fishes","Medium",0.328870343512393,31.90756611,31.5258294866667,1964,NA,NA
"37-EGY-RPG","37-EGY",37,"Mediterranean and Black Sea","EGY","Egypt","RPG","Pagrus pagrus","Pagrus pagrus","Red porgy",1950,2015,66,572.5,"Miscellaneous coastal fishes","Medium",0.334800484780515,31.90756611,31.5258294866667,NA,NA,NA
"37-EGY-SBG","37-EGY",37,"Mediterranean and Black Sea","EGY","Egypt","SBG","Sparus aurata","Sparus aurata","Gilthead seabream",1964,2015,52,389,"Miscellaneous demersal fishes","Medium",0.408441381350314,31.90756611,31.5258294866667,NA,NA,NA
"37-EGY-SOL","37-EGY",37,"Mediterranean and Black Sea","EGY","Egypt","SOL","Solea solea","Solea solea","Common sole",1965,2015,51,473,"Flounders, halibuts, soles","Medium",0.285008417984232,31.90756611,31.5258294866667,NA,NA,NA
"37-EGY-SPU","37-EGY",37,"Mediterranean and Black Sea","EGY","Egypt","SPU","Dicentrarchus punctatus","Dicentrarchus punctatus","Spotted seabass",1975,2015,41,293,"Miscellaneous diadromous fishes","Medium",0.209720101237461,31.90756611,31.5258294866667,1982,NA,NA
"37-ESP-ANE","37-ESP",37,"Mediterranean and Black Sea","ESP","Spain","ANE","Engraulis encrasicolus","Engraulis encrasicolus","European anchovy",1950,2015,65,14295,"Herrings, sardines, anchovies","Medium",0.858747908570136,2.02575988016457,39.2190531993982,1981,NA,NA
"37-ESP-BIB","37-ESP",37,"Mediterranean and Black Sea","ESP","Spain","BIB","Trisopterus luscus","Trisopterus luscus","Pouting(=Bib)",1950,2015,66,434.5,"Cods, hakes, haddocks","Medium",0.800125710445419,2.02575988016457,39.2190531993982,1950,1988,NA
"37-ESP-BOG","37-ESP",37,"Mediterranean and Black Sea","ESP","Spain","BOG","Boops boops","Boops boops","Bogue",1950,2015,62,3280,"Miscellaneous demersal fishes","Medium",0.384664931466579,2.02575988016457,39.2190531993982,1950,NA,NA
"37-ESP-BON","37-ESP",37,"Mediterranean and Black Sea","ESP","Spain","BON","Sarda sarda","Sarda sarda","Atlantic bonito",1950,2015,66,437.5,"Tunas, bonitos, billfishes","Medium",0.96547860002008,2.02575988016457,39.2190531993982,1957,NA,NA
"37-ESP-COE","37-ESP",37,"Mediterranean and Black Sea","ESP","Spain","COE","Conger conger","Conger conger","European conger",1950,2015,66,436,"Miscellaneous demersal fishes","Very low",0.225205037879887,2.02575988016457,39.2190531993982,1980,NA,NA
"37-ESP-DPS","37-ESP",37,"Mediterranean and Black Sea","ESP","Spain","DPS","Parapenaeus longirostris","Parapenaeus longirostris","Deep-water rose shrimp",1950,2015,66,1212.5,"Shrimps, prawns","High",2.15445126069401,2.02575988016457,39.2190531993982,1965,NA,NA
"37-ESP-GFB","37-ESP",37,"Mediterranean and Black Sea","ESP","Spain","GFB","Phycis blennoides","Phycis blennoides","Greater forkbeard",1950,2015,62,413,"Cods, hakes, haddocks","Medium",0.458768983412769,2.02575988016457,39.2190531993982,1963,NA,NA
"37-ESP-HKE","37-ESP",37,"Mediterranean and Black Sea","ESP","Spain","HKE","Merluccius merluccius","Merluccius merluccius","European hake",1950,2015,66,4295.5,"Cods, hakes, haddocks","Medium",0.319423285742402,2.02575988016457,39.2190531993982,1984,NA,NA
"37-ESP-MAC","37-ESP",37,"Mediterranean and Black Sea","ESP","Spain","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1950,2015,65,3400,"Tunas, bonitos, billfishes","Medium",0.287659477519624,2.02575988016457,39.2190531993982,2000,NA,NA
"37-ESP-NEP","37-ESP",37,"Mediterranean and Black Sea","ESP","Spain","NEP","Nephrops norvegicus","Nephrops norvegicus","Norway lobster",1950,2015,66,542,"Lobsters, spiny-rock lobsters","Low",0.45642562038886,2.02575988016457,39.2190531993982,1964,NA,NA
"37-ESP-PAC","37-ESP",37,"Mediterranean and Black Sea","ESP","Spain","PAC","Pagellus erythrinus","Pagellus erythrinus","Common pandora",1950,2015,62,500,"Miscellaneous coastal fishes","Medium",0.353385898345045,2.02575988016457,39.2190531993982,1982,NA,NA
"37-ESP-PIL","37-ESP",37,"Mediterranean and Black Sea","ESP","Spain","PIL","Sardina pilchardus","Sardina pilchardus","European pilchard(=Sardine)",1950,2015,66,34950,"Herrings, sardines, anchovies","Medium",0.483738302759745,2.02575988016457,39.2190531993982,1981,NA,NA
"37-ESP-SBG","37-ESP",37,"Mediterranean and Black Sea","ESP","Spain","SBG","Sparus aurata","Sparus aurata","Gilthead seabream",1962,2015,48,301.5,"Miscellaneous demersal fishes","Medium",0.408441381350314,2.02575988016457,39.2190531993982,NA,NA,NA
"37-ESP-SOL","37-ESP",37,"Mediterranean and Black Sea","ESP","Spain","SOL","Solea solea","Solea solea","Common sole",1950,2015,65,400,"Flounders, halibuts, soles","Medium",0.285008417984232,2.02575988016457,39.2190531993982,1980,1997,NA
"37-ESP-SVE","37-ESP",37,"Mediterranean and Black Sea","ESP","Spain","SVE","Chamelea gallina","Chamelea gallina","Striped venus",1962,2015,53,389,"Clams, cockles, arkshells","High",1.51513146065465,2.02575988016457,39.2190531993982,1962,NA,NA
"37-ESP-WHB","37-ESP",37,"Mediterranean and Black Sea","ESP","Spain","WHB","Micromesistius poutassou","Micromesistius poutassou","Blue whiting(=Poutassou)",1950,2015,66,4447.5,"Cods, hakes, haddocks","Medium",0.41375542251684,2.02575988016457,39.2190531993982,1980,NA,NA
"37-FRA-ANE","37-FRA",37,"Mediterranean and Black Sea","FRA","France","ANE","Engraulis encrasicolus","Engraulis encrasicolus","European anchovy",1950,2015,66,2284,"Herrings, sardines, anchovies","Medium",0.858747908570136,6.96643764221555,42.4777915613362,1991,2006,NA
"37-FRA-BOG","37-FRA",37,"Mediterranean and Black Sea","FRA","France","BOG","Boops boops","Boops boops","Bogue",1974,2015,42,261,"Miscellaneous demersal fishes","Medium",0.384664931466579,6.96643764221555,42.4777915613362,1986,1994,NA
"37-FRA-BSS","37-FRA",37,"Mediterranean and Black Sea","FRA","France","BSS","Dicentrarchus labrax","Dicentrarchus labrax","European seabass",1973,2015,43,279,"Miscellaneous diadromous fishes","Medium",0.182475253374254,6.96643764221555,42.4777915613362,1984,1993,NA
"37-FRA-COE","37-FRA",37,"Mediterranean and Black Sea","FRA","France","COE","Conger conger","Conger conger","European conger",1950,2015,66,371.5,"Miscellaneous demersal fishes","Very low",0.225205037879887,6.96643764221555,42.4777915613362,1958,NA,NA
"37-FRA-ELE","37-FRA",37,"Mediterranean and Black Sea","FRA","France","ELE","Anguilla anguilla","Anguilla anguilla","European eel",1950,2015,66,847.5,"Miscellaneous demersal fishes","Low",0.24132537489808,6.96643764221555,42.4777915613362,1960,NA,NA
"37-FRA-HKE","37-FRA",37,"Mediterranean and Black Sea","FRA","France","HKE","Merluccius merluccius","Merluccius merluccius","European hake",1965,2015,51,1587,"Cods, hakes, haddocks","Medium",0.319423285742402,6.96643764221555,42.4777915613362,1972,NA,NA
"37-FRA-MAC","37-FRA",37,"Mediterranean and Black Sea","FRA","France","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1950,2015,66,845,"Tunas, bonitos, billfishes","Medium",0.287659477519624,6.96643764221555,42.4777915613362,1960,NA,NA
"37-FRA-OCC","37-FRA",37,"Mediterranean and Black Sea","FRA","France","OCC","Octopus vulgaris","Octopus vulgaris","Common octopus",1974,2015,42,1164.5,"Miscellaneous coastal fishes","High",0.92318075197569,6.96643764221555,42.4777915613362,NA,NA,NA
"37-FRA-PIL","37-FRA",37,"Mediterranean and Black Sea","FRA","France","PIL","Sardina pilchardus","Sardina pilchardus","European pilchard(=Sardine)",1950,2015,66,12249,"Herrings, sardines, anchovies","Medium",0.483738302759745,6.96643764221555,42.4777915613362,1985,NA,NA
"37-FRA-POD","37-FRA",37,"Mediterranean and Black Sea","FRA","France","POD","Trisopterus minutus","Trisopterus minutus","Poor cod",1972,2015,44,771.5,"Cods, hakes, haddocks","Medium",0.943291768595021,6.96643764221555,42.4777915613362,1986,NA,NA
"37-FRA-SBG","37-FRA",37,"Mediterranean and Black Sea","FRA","France","SBG","Sparus aurata","Sparus aurata","Gilthead seabream",1953,2015,56,300,"Miscellaneous demersal fishes","Medium",0.408441381350314,6.96643764221555,42.4777915613362,1965,NA,NA
"37-GEO-ANE","37-GEO",37,"Mediterranean and Black Sea","GEO","Georgia","ANE","Engraulis encrasicolus","Engraulis encrasicolus","European anchovy",1988,2015,28,8046.5,"Herrings, sardines, anchovies","Medium",0.858747908570136,40.5552907840475,42.4443166666996,1988,1989,NA
"37-GRC-AMB","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","AMB","Seriola dumerili","Seriola dumerili","Greater amberjack",1982,2015,34,277.5,"Miscellaneous coastal fishes","Medium",0.575797499632993,23.9694504102765,36.538589377699,NA,NA,NA
"37-GRC-ANE","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","ANE","Engraulis encrasicolus","Engraulis encrasicolus","European anchovy",1950,2015,66,9853.5,"Herrings, sardines, anchovies","Medium",0.858747908570136,23.9694504102765,36.538589377699,1980,NA,NA
"37-GRC-BOG","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","BOG","Boops boops","Boops boops","Bogue",1950,2015,66,3977,"Miscellaneous demersal fishes","Medium",0.384664931466579,23.9694504102765,36.538589377699,1970,NA,NA
"37-GRC-BON","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","BON","Sarda sarda","Sarda sarda","Atlantic bonito",1950,2015,66,1395,"Tunas, bonitos, billfishes","Medium",0.96547860002008,23.9694504102765,36.538589377699,1953,2003,NA
"37-GRC-BRB","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","BRB","Spondyliosoma cantharus","Spondyliosoma cantharus","Black seabream",1958,2015,56,257,"Miscellaneous coastal fishes","Medium",0.353728246425068,23.9694504102765,36.538589377699,1988,2011,NA
"37-GRC-BSS","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","BSS","Dicentrarchus labrax","Dicentrarchus labrax","European seabass",1958,2015,58,299.5,"Miscellaneous diadromous fishes","Medium",0.182475253374254,23.9694504102765,36.538589377699,1968,NA,NA
"37-GRC-CTC","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","CTC","Sepia officinalis","Sepia officinalis","Common cuttlefish",1950,2015,66,1683,"Miscellaneous demersal fishes","High",1.18985641272492,23.9694504102765,36.538589377699,1953,NA,NA
"37-GRC-DEC","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","DEC","Dentex dentex","Dentex dentex","Common dentex",1958,2015,58,252,"Miscellaneous coastal fishes","Low",0.23558121950523,23.9694504102765,36.538589377699,1962,NA,NA
"37-GRC-DEL","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","DEL","Dentex macrophthalmus","Dentex macrophthalmus","Large-eye dentex",1982,2015,34,375.5,"Miscellaneous coastal fishes","Medium",0.405278731682125,23.9694504102765,36.538589377699,2000,NA,NA
"37-GRC-HKE","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","HKE","Merluccius merluccius","Merluccius merluccius","European hake",1950,2015,66,2249,"Cods, hakes, haddocks","Medium",0.319423285742402,23.9694504102765,36.538589377699,NA,NA,NA
"37-GRC-HMM","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","HMM","Trachurus mediterraneus","Trachurus mediterraneus","Mediterranean horse mackerel",1950,2015,66,3043,"Miscellaneous pelagic fishes","Medium",0.42695145091917,23.9694504102765,36.538589377699,1988,1996,NA
"37-GRC-HOM","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","HOM","Trachurus trachurus","Trachurus trachurus","Atlantic horse mackerel",1982,2015,29,747,"Miscellaneous coastal fishes","Medium",0.391212690446964,23.9694504102765,36.538589377699,1990,NA,NA
"37-GRC-MAC","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","MAC","Scomber scombrus","Scomber scombrus","Atlantic mackerel",1964,2015,52,296,"Tunas, bonitos, billfishes","Medium",0.287659477519624,23.9694504102765,36.538589377699,1967,NA,NA
"37-GRC-MSM","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","MSM","Mytilus galloprovincialis","Mytilus galloprovincialis","Mediterranean mussel",1982,2015,34,349.5,"Clams, cockles, arkshells","High",0.996014436660887,23.9694504102765,36.538589377699,1982,NA,NA
"37-GRC-MUF","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","MUF","Mugil cephalus","Mugil cephalus","Flathead grey mullet",1950,2015,66,1539,"Miscellaneous coastal fishes","Medium",0.328870343512393,23.9694504102765,36.538589377699,1983,NA,NA
"37-GRC-MUR","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","MUR","Mullus surmuletus","Mullus surmuletus","Surmullet",1982,2015,33,1368,"Miscellaneous demersal fishes","Medium",0.456524367926914,23.9694504102765,36.538589377699,1996,NA,NA
"37-GRC-MUT","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","MUT","Mullus barbatus","Mullus barbatus barbatus","Red mullet",1982,2015,33,1835,"Miscellaneous demersal fishes","Medium",0.430983457032949,23.9694504102765,36.538589377699,1991,NA,NA
"37-GRC-NEP","37-GRC",37,"Mediterranean and Black Sea","GRC","Greece","NEP","Nephrops norvegicus","Nephrops norvegicus","Norway lobster",1958,2015,58,488.5,"Lobsters, spiny-rock lobsters","Low",0.45642562038886,23.9694504102765,36.538589377699,1987,NA,NA
