"assessid","stockid","stocklong","country","region","area","common_name","sci_name","year","bbmsy"
"INIDEP-ARGANCHOSARG-1992-2007-Parma","ARGANCHOSARG","Argentine anchoita Southern Argentina","Argentina","South America","Southern Argentina","Argentine anchoita","Engraulis anchoita",1993,1.04
"INIDEP-ARGANCHOSARG-1992-2007-Parma","ARGANCHOSARG","Argentine anchoita Southern Argentina","Argentina","South America","Southern Argentina","Argentine anchoita","Engraulis anchoita",1994,1.33
"INIDEP-ARGANCHOSARG-1992-2007-Parma","ARGANCHOSARG","Argentine anchoita Southern Argentina","Argentina","South America","Southern Argentina","Argentine anchoita","Engraulis anchoita",1995,2.6
"INIDEP-ARGANCHOSARG-1992-2007-Parma","ARGANCHOSARG","Argentine anchoita Southern Argentina","Argentina","South America","Southern Argentina","Argentine anchoita","Engraulis anchoita",1996,2.97
"INIDEP-ARGANCHOSARG-1992-2007-Parma","ARGANCHOSARG","Argentine anchoita Southern Argentina","Argentina","South America","Southern Argentina","Argentine anchoita","Engraulis anchoita",1997,2.15
"INIDEP-ARGANCHOSARG-1992-2007-Parma","ARGANCHOSARG","Argentine anchoita Southern Argentina","Argentina","South America","Southern Argentina","Argentine anchoita","Engraulis anchoita",1998,1.81
"INIDEP-ARGANCHOSARG-1992-2007-Parma","ARGANCHOSARG","Argentine anchoita Southern Argentina","Argentina","South America","Southern Argentina","Argentine anchoita","Engraulis anchoita",1999,1.4
"INIDEP-ARGANCHOSARG-1992-2007-Parma","ARGANCHOSARG","Argentine anchoita Southern Argentina","Argentina","South America","Southern Argentina","Argentine anchoita","Engraulis anchoita",2000,1.43
"INIDEP-ARGANCHOSARG-1992-2007-Parma","ARGANCHOSARG","Argentine anchoita Southern Argentina","Argentina","South America","Southern Argentina","Argentine anchoita","Engraulis anchoita",2001,1.11
"INIDEP-ARGANCHOSARG-1992-2007-Parma","ARGANCHOSARG","Argentine anchoita Southern Argentina","Argentina","South America","Southern Argentina","Argentine anchoita","Engraulis anchoita",2002,1.16
"INIDEP-ARGANCHOSARG-1992-2007-Parma","ARGANCHOSARG","Argentine anchoita Southern Argentina","Argentina","South America","Southern Argentina","Argentine anchoita","Engraulis anchoita",2003,1.35
"INIDEP-ARGANCHOSARG-1992-2007-Parma","ARGANCHOSARG","Argentine anchoita Southern Argentina","Argentina","South America","Southern Argentina","Argentine anchoita","Engraulis anchoita",2004,1.49
"INIDEP-ARGANCHOSARG-1992-2007-Parma","ARGANCHOSARG","Argentine anchoita Southern Argentina","Argentina","South America","Southern Argentina","Argentine anchoita","Engraulis anchoita",2005,1.57
"INIDEP-ARGANCHOSARG-1992-2007-Parma","ARGANCHOSARG","Argentine anchoita Southern Argentina","Argentina","South America","Southern Argentina","Argentine anchoita","Engraulis anchoita",2006,2.15
"INIDEP-ARGANCHOSARG-1992-2007-Parma","ARGANCHOSARG","Argentine anchoita Southern Argentina","Argentina","South America","Southern Argentina","Argentine anchoita","Engraulis anchoita",2007,2.28
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1950,0.71
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1951,0.804
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1952,0.849
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1953,0.856
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1954,0.883
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1955,0.878
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1956,0.909
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1957,0.943
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1958,0.96
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1959,0.915
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1960,0.859
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1961,0.841
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1962,0.802
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1963,0.719
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1964,0.725
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1965,0.762
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1966,0.722
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1967,0.747
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1968,0.774
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1969,0.833
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1970,0.793
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1971,0.883
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1972,0.912
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1973,0.914
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1974,0.943
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1975,0.915
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1976,0.908
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1977,0.878
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1978,0.841
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1979,0.806
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1980,0.793
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1981,0.739
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1982,0.731
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1983,0.659
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1984,0.636
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1985,0.668
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1986,0.657
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1987,0.638
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1988,0.632
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1989,0.635
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1990,0.589
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1991,0.584
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1992,0.609
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1993,0.653
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1994,0.639
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1995,0.656
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1996,0.665
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1997,0.664
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1998,0.688
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1999,0.692
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2000,0.683
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2001,0.664
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2002,0.718
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2003,0.704
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2004,0.646
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2005,0.614
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2006,0.63
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2007,0.659
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2008,0.794
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2009,1.04
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2010,1.31
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2011,1.55
"ICCAT-ATBTUNAEATL-1950-2015-PONS","ATBTUNAEATL","Bluefin tuna Eastern Atlantic","multinational","Atlantic Ocean","Eastern Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2012,1.73
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1970,0.809
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1971,0.805
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1972,0.812
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1973,0.816
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1974,0.732
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1975,0.65
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1976,0.572
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1977,0.491
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1978,0.439
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1979,0.388
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1980,0.352
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1981,0.302
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1982,0.285
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1983,0.273
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1984,0.26
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1985,0.234
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1986,0.24
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1987,0.231
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1988,0.229
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1989,0.222
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1990,0.213
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1991,0.209
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1992,0.203
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1993,0.206
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1994,0.205
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1995,0.215
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1996,0.234
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1997,0.251
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1998,0.256
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",1999,0.249
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2000,0.253
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2001,0.249
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2002,0.244
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2003,0.244
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2004,0.252
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2005,0.258
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2006,0.268
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2007,0.301
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2008,0.319
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2009,0.331
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2010,0.362
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2011,0.442
"ICCAT-ATBTUNAWATL-1950-2015-PONS","ATBTUNAWATL","Bluefin tuna Western Atlantic","multinational","Atlantic Ocean","Western Atlantic","Atlantic bluefin tuna","Thunnus thynnus",2012,0.479
"NEFSC-ATHAL5YZ-1800-2007-COL","ATHAL5YZ","Atlantic Halibut NAFO-5YZ","USA","US East Coast","Gulf of Maine / Georges Bank","Atlantic Halibut","Hippoglossus hippoglossus",1800,1.98
"NEFSC-ATHAL5YZ-1800-2007-COL","ATHAL5YZ","Atlantic Halibut NAFO-5YZ","USA","US East Coast","Gulf of Maine / Georges Bank","Atlantic Halibut","Hippoglossus hippoglossus",1801,1.98
"NEFSC-ATHAL5YZ-1800-2007-COL","ATHAL5YZ","Atlantic Halibut NAFO-5YZ","USA","US East Coast","Gulf of Maine / Georges Bank","Atlantic Halibut","Hippoglossus hippoglossus",1802,1.98
"NEFSC-ATHAL5YZ-1800-2007-COL","ATHAL5YZ","Atlantic Halibut NAFO-5YZ","USA","US East Coast","Gulf of Maine / Georges Bank","Atlantic Halibut","Hippoglossus hippoglossus",1803,1.98
"NEFSC-ATHAL5YZ-1800-2007-COL","ATHAL5YZ","Atlantic Halibut NAFO-5YZ","USA","US East Coast","Gulf of Maine / Georges Bank","Atlantic Halibut","Hippoglossus hippoglossus",1804,1.98
"NEFSC-ATHAL5YZ-1800-2007-COL","ATHAL5YZ","Atlantic Halibut NAFO-5YZ","USA","US East Coast","Gulf of Maine / Georges Bank","Atlantic Halibut","Hippoglossus hippoglossus",1805,1.98
"NEFSC-ATHAL5YZ-1800-2007-COL","ATHAL5YZ","Atlantic Halibut NAFO-5YZ","USA","US East Coast","Gulf of Maine / Georges Bank","Atlantic Halibut","Hippoglossus hippoglossus",1806,1.97
"NEFSC-ATHAL5YZ-1800-2007-COL","ATHAL5YZ","Atlantic Halibut NAFO-5YZ","USA","US East Coast","Gulf of Maine / Georges Bank","Atlantic Halibut","Hippoglossus hippoglossus",1807,1.97
