"","stockid","stocklong","year","bbmsy"
"6126","CUSK4X","Cusk NAFO 4X",1994,0.670802637
"6127","CUSK4X","Cusk NAFO 4X",1995,0.725087243
"6128","CUSK4X","Cusk NAFO 4X",1996,0.705699884
"6129","CUSK4X","Cusk NAFO 4X",1997,0.744474603
"6130","CUSK4X","Cusk NAFO 4X",1998,0.663047693
"6131","CUSK4X","Cusk NAFO 4X",1999,0.69794494
"6132","CUSK4X","Cusk NAFO 4X",2000,0.725087243
"6133","CUSK4X","Cusk NAFO 4X",2001,0.748352074
"6134","CUSK4X","Cusk NAFO 4X",2002,0.647537805
"6135","CUSK4X","Cusk NAFO 4X",2003,0.457541683
"6136","CUSK4X","Cusk NAFO 4X",2004,0.581620783
"6137","CUSK4X","Cusk NAFO 4X",2005,0.542846064
"6138","CUSK4X","Cusk NAFO 4X",2006,0.535091121
"6139","CUSK4X","Cusk NAFO 4X",2007,0.655292749
"6140","DEEPCHAKESA","Deep-water cape hake South Africa",1917,5.65
"6141","DEEPCHAKESA","Deep-water cape hake South Africa",1918,5.65
"6142","DEEPCHAKESA","Deep-water cape hake South Africa",1919,5.65
"6143","DEEPCHAKESA","Deep-water cape hake South Africa",1920,5.65
"6144","DEEPCHAKESA","Deep-water cape hake South Africa",1921,5.65
"6145","DEEPCHAKESA","Deep-water cape hake South Africa",1922,5.65
"6146","DEEPCHAKESA","Deep-water cape hake South Africa",1923,5.65
"6147","DEEPCHAKESA","Deep-water cape hake South Africa",1924,5.65
"6148","DEEPCHAKESA","Deep-water cape hake South Africa",1925,5.65
"6149","DEEPCHAKESA","Deep-water cape hake South Africa",1926,5.65
"6150","DEEPCHAKESA","Deep-water cape hake South Africa",1927,5.65
"6151","DEEPCHAKESA","Deep-water cape hake South Africa",1928,5.65
"6152","DEEPCHAKESA","Deep-water cape hake South Africa",1929,5.65
"6153","DEEPCHAKESA","Deep-water cape hake South Africa",1930,5.65
"6154","DEEPCHAKESA","Deep-water cape hake South Africa",1931,5.65
"6155","DEEPCHAKESA","Deep-water cape hake South Africa",1932,5.65
"6156","DEEPCHAKESA","Deep-water cape hake South Africa",1933,5.65
"6157","DEEPCHAKESA","Deep-water cape hake South Africa",1934,5.65
"6158","DEEPCHAKESA","Deep-water cape hake South Africa",1935,5.65
"6159","DEEPCHAKESA","Deep-water cape hake South Africa",1936,5.65
"6160","DEEPCHAKESA","Deep-water cape hake South Africa",1937,5.65
"6161","DEEPCHAKESA","Deep-water cape hake South Africa",1938,5.65
"6162","DEEPCHAKESA","Deep-water cape hake South Africa",1939,5.65
"6163","DEEPCHAKESA","Deep-water cape hake South Africa",1940,5.65
"6164","DEEPCHAKESA","Deep-water cape hake South Africa",1941,5.65
"6165","DEEPCHAKESA","Deep-water cape hake South Africa",1942,5.65
"6166","DEEPCHAKESA","Deep-water cape hake South Africa",1943,5.65
"6167","DEEPCHAKESA","Deep-water cape hake South Africa",1944,5.65
"6168","DEEPCHAKESA","Deep-water cape hake South Africa",1945,5.65
"6169","DEEPCHAKESA","Deep-water cape hake South Africa",1946,5.65
"6170","DEEPCHAKESA","Deep-water cape hake South Africa",1947,5.65
"6171","DEEPCHAKESA","Deep-water cape hake South Africa",1948,5.65
"6172","DEEPCHAKESA","Deep-water cape hake South Africa",1949,5.65
"6173","DEEPCHAKESA","Deep-water cape hake South Africa",1950,5.65
"6174","DEEPCHAKESA","Deep-water cape hake South Africa",1951,5.65
"6175","DEEPCHAKESA","Deep-water cape hake South Africa",1952,5.65
"6176","DEEPCHAKESA","Deep-water cape hake South Africa",1953,5.65
"6177","DEEPCHAKESA","Deep-water cape hake South Africa",1954,5.64
"6178","DEEPCHAKESA","Deep-water cape hake South Africa",1955,5.62
"6179","DEEPCHAKESA","Deep-water cape hake South Africa",1956,5.59
"6180","DEEPCHAKESA","Deep-water cape hake South Africa",1957,5.53
"6181","DEEPCHAKESA","Deep-water cape hake South Africa",1958,5.42
"6182","DEEPCHAKESA","Deep-water cape hake South Africa",1959,5.26
"6183","DEEPCHAKESA","Deep-water cape hake South Africa",1960,5.02
"6184","DEEPCHAKESA","Deep-water cape hake South Africa",1961,4.7
"6185","DEEPCHAKESA","Deep-water cape hake South Africa",1962,4.37
"6186","DEEPCHAKESA","Deep-water cape hake South Africa",1963,4.02
"6187","DEEPCHAKESA","Deep-water cape hake South Africa",1964,3.63
"6188","DEEPCHAKESA","Deep-water cape hake South Africa",1965,3.26
"6189","DEEPCHAKESA","Deep-water cape hake South Africa",1966,2.82
"6190","DEEPCHAKESA","Deep-water cape hake South Africa",1967,2.41
"6191","DEEPCHAKESA","Deep-water cape hake South Africa",1968,2.06
"6192","DEEPCHAKESA","Deep-water cape hake South Africa",1969,1.8
"6193","DEEPCHAKESA","Deep-water cape hake South Africa",1970,1.55
"6194","DEEPCHAKESA","Deep-water cape hake South Africa",1971,1.38
"6195","DEEPCHAKESA","Deep-water cape hake South Africa",1972,1.14
"6196","DEEPCHAKESA","Deep-water cape hake South Africa",1973,0.83
"6197","DEEPCHAKESA","Deep-water cape hake South Africa",1974,0.63
"6198","DEEPCHAKESA","Deep-water cape hake South Africa",1975,0.5
"6199","DEEPCHAKESA","Deep-water cape hake South Africa",1976,0.48
"6200","DEEPCHAKESA","Deep-water cape hake South Africa",1977,0.43
"6201","DEEPCHAKESA","Deep-water cape hake South Africa",1978,0.45
"6202","DEEPCHAKESA","Deep-water cape hake South Africa",1979,0.48
"6203","DEEPCHAKESA","Deep-water cape hake South Africa",1980,0.52
"6204","DEEPCHAKESA","Deep-water cape hake South Africa",1981,0.55
"6205","DEEPCHAKESA","Deep-water cape hake South Africa",1982,0.61
"6206","DEEPCHAKESA","Deep-water cape hake South Africa",1983,0.68
"6207","DEEPCHAKESA","Deep-water cape hake South Africa",1984,0.79
"6208","DEEPCHAKESA","Deep-water cape hake South Africa",1985,0.89
"6209","DEEPCHAKESA","Deep-water cape hake South Africa",1986,0.96
"6210","DEEPCHAKESA","Deep-water cape hake South Africa",1987,0.98
"6211","DEEPCHAKESA","Deep-water cape hake South Africa",1988,0.98
"6212","DEEPCHAKESA","Deep-water cape hake South Africa",1989,0.96
"6213","DEEPCHAKESA","Deep-water cape hake South Africa",1990,0.97
"6214","DEEPCHAKESA","Deep-water cape hake South Africa",1991,1.03
"6215","DEEPCHAKESA","Deep-water cape hake South Africa",1992,1.1
"6216","DEEPCHAKESA","Deep-water cape hake South Africa",1993,1.14
"6217","DEEPCHAKESA","Deep-water cape hake South Africa",1994,1.12
"6218","DEEPCHAKESA","Deep-water cape hake South Africa",1995,1.08
"6219","DEEPCHAKESA","Deep-water cape hake South Africa",1996,1.06
"6220","DEEPCHAKESA","Deep-water cape hake South Africa",1997,1.05
"6221","DEEPCHAKESA","Deep-water cape hake South Africa",1998,1.07
"6222","DEEPCHAKESA","Deep-water cape hake South Africa",1999,1.04
"6223","DEEPCHAKESA","Deep-water cape hake South Africa",2000,0.99
"6224","DEEPCHAKESA","Deep-water cape hake South Africa",2001,0.91
"6225","DEEPCHAKESA","Deep-water cape hake South Africa",2002,0.79
"6226","DEEPCHAKESA","Deep-water cape hake South Africa",2003,0.69
"6227","DEEPCHAKESA","Deep-water cape hake South Africa",2004,0.63
"6228","DEEPCHAKESA","Deep-water cape hake South Africa",2005,0.59
"6229","DEEPCHAKESA","Deep-water cape hake South Africa",2006,0.54
"6230","DEEPCHAKESA","Deep-water cape hake South Africa",2007,0.55
"6231","DEEPCHAKESA","Deep-water cape hake South Africa",2008,0.61
"6232","DEEPCHAKESA","Deep-water cape hake South Africa",2009,0.71
"6233","DEEPCHAKESA","Deep-water cape hake South Africa",2010,0.86
"6234","DEEPCHAKESA","Deep-water cape hake South Africa",2011,1
"6235","DEEPCHAKESA","Deep-water cape hake South Africa",2012,1.1
"6236","DEEPCHAKESA","Deep-water cape hake South Africa",2013,1.11
"6237","DEEPCHAKESA","Deep-water cape hake South Africa",2014,1.06
"6238","DEEPCHAKESA","Deep-water cape hake South Africa",2015,0.98
"6239","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1980,9.203802208
"6240","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1981,9.203802208
"6241","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1982,9.203802208
"6242","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1983,9.203552234
"6243","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1984,9.191636794
"6244","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1985,9.137059081
"6245","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1986,9.025403912
"6246","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1987,8.883168559
"6247","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1988,8.758764704
"6248","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1989,8.570617412
"6249","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1990,8.486209438
"6250","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1991,8.515039802
"6251","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1992,8.558618648
"6252","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1993,8.644359818
"6253","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1994,8.582116228
"6254","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1995,8.096391247
"6255","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1996,7.351059667
"6256","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1997,6.596354052
"6257","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1998,6.103204835
"6258","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",1999,5.920906942
"6259","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",2000,6.006114834
"6260","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",2001,5.969760244
"6261","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",2002,5.766272865
"6262","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",2003,5.176400276
"6263","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",2004,4.437768006
"6264","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",2005,3.840987795
"6265","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",2006,3.599296017
"6266","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",2007,3.625376665
"6267","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",2008,3.699294053
"6268","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",2009,3.946418604
"6269","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",2010,4.152447388
"6270","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",2011,4.275284738
"6271","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",2012,4.372716372
"6272","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",2013,4.306756497
"6273","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",2014,4.159971613
"6274","DEEPFLATHEADSE","Deepwater flathead Southeast Australia",2015,4.125783467
"6275","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1915,2.500859375
"6276","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1916,2.50109375
"6277","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1917,2.50046875
"6278","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1918,2.499375
"6279","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1919,2.498203125
"6280","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1920,2.497578125
"6281","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1921,2.496953125
"6282","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1922,2.4965625
"6283","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1923,2.496171875
"6284","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1924,2.49578125
"6285","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1925,2.495390625
"6286","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1926,2.494921875
"6287","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1927,2.494140625
"6288","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1928,2.49359375
"6289","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1929,2.493125
"6290","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1930,2.49265625
"6291","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1931,2.4921875
"6292","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1932,2.4921875
"6293","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1933,2.4921875
"6294","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1934,2.491484375
"6295","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1935,2.49171875
"6296","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1936,2.491875
"6297","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1937,2.4925
"6298","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1938,2.493125
"6299","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1939,2.493671875
"6300","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1940,2.4921875
"6301","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1941,2.4934375
"6302","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1942,2.4925
"6303","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1943,2.491328125
"6304","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1944,2.481171875
"6305","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1945,2.456796875
"6306","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1946,2.413671875
"6307","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1947,2.3896875
"6308","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1948,2.375
"6309","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1949,2.36296875
"6310","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1950,2.358125
"6311","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1951,2.35328125
"6312","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1952,2.347890625
"6313","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1953,2.343203125
"6314","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1954,2.34234375
"6315","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1955,2.34125
"6316","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1956,2.339765625
"6317","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1957,2.335234375
"6318","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1958,2.329609375
"6319","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1959,2.330625
"6320","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1960,2.337421875
"6321","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1961,2.341875
"6322","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1962,2.34828125
"6323","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1963,2.3525
"6324","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1964,2.35359375
"6325","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1965,2.359296875
"6326","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1966,2.348203125
"6327","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1967,2.08796875
"6328","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1968,1.897265625
"6329","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1969,1.748359375
"6330","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1970,1.7425
"6331","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1971,1.735703125
"6332","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1972,1.720703125
"6333","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1973,1.70296875
"6334","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1974,1.667421875
"6335","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1975,1.6525
"6336","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1976,1.638515625
"6337","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1977,1.62171875
"6338","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1978,1.627734375
"6339","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1979,1.62546875
"6340","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1980,1.6015625
"6341","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1981,1.571640625
"6342","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1982,1.52625
"6343","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1983,1.458203125
"6344","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1984,1.39234375
"6345","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1985,1.318828125
"6346","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1986,1.221484375
"6347","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1987,1.16296875
"6348","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1988,1.03265625
"6349","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1989,0.9453125
"6350","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1990,0.876875
"6351","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1991,0.7784375
"6352","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1992,0.712578125
"6353","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1993,0.68515625
"6354","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1994,0.629453125
"6355","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1995,0.59328125
"6356","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1996,0.558359375
"6357","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1997,0.521796875
"6358","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1998,0.47703125
"6359","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",1999,0.4240625
"6360","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",2000,0.4125
"6361","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",2001,0.416640625
"6362","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",2002,0.433984375
"6363","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",2003,0.45125
"6364","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",2004,0.475078125
"6365","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",2005,0.50703125
"6366","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",2006,0.559453125
"6367","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",2007,0.61703125
"6368","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",2008,0.668671875
"6369","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",2009,0.7134375
"6370","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",2010,0.75078125
"6371","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",2011,0.78125
"6372","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",2012,0.828671875
"6373","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",2013,0.877109375
"6374","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",2014,0.928671875
"6375","DKROCKPCOAST","Darkblotched rockfish Pacific Coast",2015,0.985
"6376","DOYSFS","Dredge oyster Foveax Strait",1906,2.5
"6377","DOYSFS","Dredge oyster Foveax Strait",1907,2.5
"6378","DOYSFS","Dredge oyster Foveax Strait",1908,2.5
"6379","DOYSFS","Dredge oyster Foveax Strait",1909,2.49
"6380","DOYSFS","Dredge oyster Foveax Strait",1910,2.48
"6381","DOYSFS","Dredge oyster Foveax Strait",1911,2.47
"6382","DOYSFS","Dredge oyster Foveax Strait",1912,2.47
"6383","DOYSFS","Dredge oyster Foveax Strait",1913,2.46
"6384","DOYSFS","Dredge oyster Foveax Strait",1914,2.45
"6385","DOYSFS","Dredge oyster Foveax Strait",1915,2.44
"6386","DOYSFS","Dredge oyster Foveax Strait",1916,2.44
"6387","DOYSFS","Dredge oyster Foveax Strait",1917,2.43
"6388","DOYSFS","Dredge oyster Foveax Strait",1918,2.42
"6389","DOYSFS","Dredge oyster Foveax Strait",1919,2.42
"6390","DOYSFS","Dredge oyster Foveax Strait",1920,2.41
"6391","DOYSFS","Dredge oyster Foveax Strait",1921,2.41
"6392","DOYSFS","Dredge oyster Foveax Strait",1922,2.41
"6393","DOYSFS","Dredge oyster Foveax Strait",1923,2.41
"6394","DOYSFS","Dredge oyster Foveax Strait",1924,2.4
"6395","DOYSFS","Dredge oyster Foveax Strait",1925,2.4
"6396","DOYSFS","Dredge oyster Foveax Strait",1926,2.4
"6397","DOYSFS","Dredge oyster Foveax Strait",1927,2.4
"6398","DOYSFS","Dredge oyster Foveax Strait",1928,2.39
"6399","DOYSFS","Dredge oyster Foveax Strait",1929,2.39
"6400","DOYSFS","Dredge oyster Foveax Strait",1930,2.39
"6401","DOYSFS","Dredge oyster Foveax Strait",1931,2.38
"6402","DOYSFS","Dredge oyster Foveax Strait",1932,2.37
"6403","DOYSFS","Dredge oyster Foveax Strait",1933,2.37
"6404","DOYSFS","Dredge oyster Foveax Strait",1934,2.36
"6405","DOYSFS","Dredge oyster Foveax Strait",1935,2.36
"6406","DOYSFS","Dredge oyster Foveax Strait",1936,2.35
"6407","DOYSFS","Dredge oyster Foveax Strait",1937,2.34
"6408","DOYSFS","Dredge oyster Foveax Strait",1938,2.32
"6409","DOYSFS","Dredge oyster Foveax Strait",1939,2.31
"6410","DOYSFS","Dredge oyster Foveax Strait",1940,2.3
"6411","DOYSFS","Dredge oyster Foveax Strait",1941,2.28
"6412","DOYSFS","Dredge oyster Foveax Strait",1942,2.27
"6413","DOYSFS","Dredge oyster Foveax Strait",1943,2.26
"6414","DOYSFS","Dredge oyster Foveax Strait",1944,2.25
"6415","DOYSFS","Dredge oyster Foveax Strait",1945,2.24
"6416","DOYSFS","Dredge oyster Foveax Strait",1946,2.23
"6417","DOYSFS","Dredge oyster Foveax Strait",1947,2.23
"6418","DOYSFS","Dredge oyster Foveax Strait",1948,2.21
"6419","DOYSFS","Dredge oyster Foveax Strait",1949,2.2
"6420","DOYSFS","Dredge oyster Foveax Strait",1950,2.19
"6421","DOYSFS","Dredge oyster Foveax Strait",1951,2.17
"6422","DOYSFS","Dredge oyster Foveax Strait",1952,2.13
"6423","DOYSFS","Dredge oyster Foveax Strait",1953,2.02
"6424","DOYSFS","Dredge oyster Foveax Strait",1954,2.02
"6425","DOYSFS","Dredge oyster Foveax Strait",1955,2.03
"6426","DOYSFS","Dredge oyster Foveax Strait",1956,2.04
"6427","DOYSFS","Dredge oyster Foveax Strait",1957,2.04
"6428","DOYSFS","Dredge oyster Foveax Strait",1958,2.05
"6429","DOYSFS","Dredge oyster Foveax Strait",1959,2.06
"6430","DOYSFS","Dredge oyster Foveax Strait",1960,2.06
"6431","DOYSFS","Dredge oyster Foveax Strait",1961,2.02
"6432","DOYSFS","Dredge oyster Foveax Strait",1962,1.86
"6433","DOYSFS","Dredge oyster Foveax Strait",1963,1.71
"6434","DOYSFS","Dredge oyster Foveax Strait",1964,1.52
"6435","DOYSFS","Dredge oyster Foveax Strait",1965,1.39
"6436","DOYSFS","Dredge oyster Foveax Strait",1966,1.43
"6437","DOYSFS","Dredge oyster Foveax Strait",1967,1.46
"6438","DOYSFS","Dredge oyster Foveax Strait",1968,1.47
"6439","DOYSFS","Dredge oyster Foveax Strait",1969,1.49
"6440","DOYSFS","Dredge oyster Foveax Strait",1970,1.51
"6441","DOYSFS","Dredge oyster Foveax Strait",1971,1.56
"6442","DOYSFS","Dredge oyster Foveax Strait",1972,1.59
"6443","DOYSFS","Dredge oyster Foveax Strait",1973,1.62
"6444","DOYSFS","Dredge oyster Foveax Strait",1974,1.65
"6445","DOYSFS","Dredge oyster Foveax Strait",1975,1.67
"6446","DOYSFS","Dredge oyster Foveax Strait",1976,1.69
"6447","DOYSFS","Dredge oyster Foveax Strait",1977,1.71
"6448","DOYSFS","Dredge oyster Foveax Strait",1978,1.73
"6449","DOYSFS","Dredge oyster Foveax Strait",1979,1.75
"6450","DOYSFS","Dredge oyster Foveax Strait",1980,1.76
"6451","DOYSFS","Dredge oyster Foveax Strait",1981,1.77
"6452","DOYSFS","Dredge oyster Foveax Strait",1982,1.79
"6453","DOYSFS","Dredge oyster Foveax Strait",1983,1.8
"6454","DOYSFS","Dredge oyster Foveax Strait",1984,1.81
"6455","DOYSFS","Dredge oyster Foveax Strait",1985,1.82
"6456","DOYSFS","Dredge oyster Foveax Strait",1986,1.83
"6457","DOYSFS","Dredge oyster Foveax Strait",1987,1.75
"6458","DOYSFS","Dredge oyster Foveax Strait",1988,1.48
"6459","DOYSFS","Dredge oyster Foveax Strait",1989,1.4
"6460","DOYSFS","Dredge oyster Foveax Strait",1990,1.33
"6461","DOYSFS","Dredge oyster Foveax Strait",1991,1.04
"6462","DOYSFS","Dredge oyster Foveax Strait",1992,0.75
"6463","DOYSFS","Dredge oyster Foveax Strait",1993,0.75
"6464","DOYSFS","Dredge oyster Foveax Strait",1994,0.66
"6465","DOYSFS","Dredge oyster Foveax Strait",1995,0.76
"6466","DOYSFS","Dredge oyster Foveax Strait",1996,0.78
"6467","DOYSFS","Dredge oyster Foveax Strait",1997,0.74
"6468","DOYSFS","Dredge oyster Foveax Strait",1998,0.87
"6469","DOYSFS","Dredge oyster Foveax Strait",1999,1.03
"6470","DOYSFS","Dredge oyster Foveax Strait",2000,1.24
"6471","DOYSFS","Dredge oyster Foveax Strait",2001,1.24
"6472","DOYSFS","Dredge oyster Foveax Strait",2002,0.87
"6473","DOYSFS","Dredge oyster Foveax Strait",2003,0.81
"6474","DOYSFS","Dredge oyster Foveax Strait",2004,0.6
"6475","DOYSFS","Dredge oyster Foveax Strait",2005,0.57
"6476","DOYSFS","Dredge oyster Foveax Strait",2006,0.59
"6477","DOYSFS","Dredge oyster Foveax Strait",2007,0.59
"6478","DOYSFS","Dredge oyster Foveax Strait",2008,0.67
"6479","DOYSFS","Dredge oyster Foveax Strait",2009,0.73
"6480","DOYSFS","Dredge oyster Foveax Strait",2010,0.79
"6481","DOYSFS","Dredge oyster Foveax Strait",2011,0.84
"6482","DOYSFS","Dredge oyster Foveax Strait",2012,0.9
"6483","DSOLEGA","Dover sole Gulf of Alaska",1978,2.569629816
"6484","DSOLEGA","Dover sole Gulf of Alaska",1979,2.589121128
"6485","DSOLEGA","Dover sole Gulf of Alaska",1980,2.609015361
"6486","DSOLEGA","Dover sole Gulf of Alaska",1981,2.622513221
"6487","DSOLEGA","Dover sole Gulf of Alaska",1982,2.633291362
"6488","DSOLEGA","Dover sole Gulf of Alaska",1983,2.640342483
"6489","DSOLEGA","Dover sole Gulf of Alaska",1984,2.647443969
"6490","DSOLEGA","Dover sole Gulf of Alaska",1985,2.658826492
"6491","DSOLEGA","Dover sole Gulf of Alaska",1986,2.674137497
"6492","DSOLEGA","Dover sole Gulf of Alaska",1987,2.692218585
"6493","DSOLEGA","Dover sole Gulf of Alaska",1988,2.712515739
"6494","DSOLEGA","Dover sole Gulf of Alaska",1989,2.716796777
"6495","DSOLEGA","Dover sole Gulf of Alaska",1990,2.715940569
"6496","DSOLEGA","Dover sole Gulf of Alaska",1991,2.702039788
"6497","DSOLEGA","Dover sole Gulf of Alaska",1992,2.546461848
"6498","DSOLEGA","Dover sole Gulf of Alaska",1993,2.421606648
"6499","DSOLEGA","Dover sole Gulf of Alaska",1994,2.387811634
"6500","DSOLEGA","Dover sole Gulf of Alaska",1995,2.366356082
"6501","DSOLEGA","Dover sole Gulf of Alaska",1996,2.362175774
